travelCode,User_ID_x,Departure,Arrival,flightType,Flight_price,Flight_duration,Flight_Distance,Flight_agency,Departure_date,User_ID_y,Hotel_Name,Arrival_place,Hotel_stay,Hotel_per_day_price,Check-in_x,Hotel_TotalPrice,User_ID,Check-in_y,pickupLocation,dropoffLocation,carType,rentalAgency,rentalDuration,Car_total_distance,fuelPolicy,Car_bookingStatus,total_rent_price,car_booking
82021,798,Aracaju (SE),Salvador (BH),premium,1289.05,2.16,830.86,Rainbow,30/07/2020,798,Hotel K,Salvador (BH),3,263.41,07/30/2020,790.23,,,,,,,,,,,,0
112941,1121,Florianopolis (SC),Aracaju (SE),firstClass,1574.28,2.1,808.85,FlyingDrops,26/09/2019,1121,Hotel Z,Aracaju (SE),4,208.04,09/26/2019,832.16,,,,,,,,,,,,0
105547,1046,Florianopolis (SC),Salvador (BH),firstClass,1630.75,2.44,937.77,Rainbow,29/07/2021,1046,Hotel K,Salvador (BH),2,263.41,07/29/2021,526.82,,,,,,,,,,,,0
27653,265,Brasilia (DF),Campo Grande (MS),economic,629.54,0.72,277.7,Rainbow,12/05/2019,265,Hotel BW,Campo Grande (MS),4,60.39,12/05/2019,241.56,,,,,,,,,,,,0
7710,74,Recife (PE),Florianopolis (SC),premium,1070.54,1.76,676.53,Rainbow,10/03/2019,74,Hotel A,Florianopolis (SC),1,313.02,10/03/2019,313.02,,,,,,,,,,,,0
102526,1017,Florianopolis (SC),Salvador (BH),economic,915.02,2.44,937.77,Rainbow,09/03/2020,1017,Hotel K,Salvador (BH),4,263.41,09/03/2020,1053.64,,,,,,,,,,,,0
89061,879,Aracaju (SE),Brasilia (DF),economic,548.62,1.11,425.98,Rainbow,18/11/2021,879,Hotel BP,Brasilia (DF),1,247.62,11/18/2021,247.62,,,,,,,,,,,,0
92586,914,Florianopolis (SC),Rio de Janeiro (RJ),premium,469.92,1.21,466.3,CloudFy,17/06/2021,914,Hotel CB,Rio de Janeiro (RJ),4,165.99,06/17/2021,663.96,,,,,,,,,,,,0
127179,1256,Florianopolis (SC),Recife (PE),firstClass,1292.29,1.76,676.53,FlyingDrops,12/05/2019,1256,Hotel AU,Recife (PE),4,312.83,12/05/2019,1251.32,,,,,,,,,,,,0
93451,922,Florianopolis (SC),Aracaju (SE),premium,1149.53,2.1,808.85,CloudFy,25/11/2021,922,Hotel Z,Aracaju (SE),2,208.04,11/25/2021,416.08,,,,,,,,,,,,0
98691,977,Florianopolis (SC),Aracaju (SE),premium,1248.7,2.1,808.85,Rainbow,14/01/2021,977,Hotel Z,Aracaju (SE),3,208.04,01/14/2021,624.12,,,,,,,,,,,,0
5068,50,Brasilia (DF),Aracaju (SE),premium,965.62,1.11,425.98,Rainbow,06/04/2020,50,Hotel Z,Aracaju (SE),1,208.04,06/04/2020,208.04,,,,,,,,,,,,0
83104,810,Aracaju (SE),Sao Paulo (SP),firstClass,730.43,1.02,392.76,CloudFy,13/01/2022,810,Hotel AF,Sao Paulo (SP),3,139.1,01/13/2022,417.3,,,,,,,,,,,,0
41130,398,Aracaju (SE),Salvador (BH),economic,964.83,2.16,830.86,CloudFy,14/05/2020,398,Hotel K,Salvador (BH),3,263.41,05/14/2020,790.23,,,,,,,,,,,,0
16499,163,Brasilia (DF),Salvador (BH),premium,1268.97,1.76,676.56,Rainbow,23/07/2020,163,Hotel K,Salvador (BH),1,263.41,07/23/2020,263.41,,,,,,,,,,,,0
39187,378,Aracaju (SE),Sao Paulo (SP),firstClass,752.27,1.02,392.76,Rainbow,23/07/2020,378,Hotel AF,Sao Paulo (SP),2,139.1,07/23/2020,278.2,,,,,,,,,,,,0
128630,1268,Florianopolis (SC),Rio de Janeiro (RJ),firstClass,549.55,1.21,466.3,Rainbow,21/10/2021,1268,Hotel CB,Rio de Janeiro (RJ),1,165.99,10/21/2021,165.99,,,,,,,,,,,,0
68391,662,Sao Paulo (SP),Rio de Janeiro (RJ),firstClass,1016.89,0.86,331.89,Rainbow,27/01/2022,662,Hotel CB,Rio de Janeiro (RJ),2,165.99,01/27/2022,331.98,,,,,,,,,,,,0
62853,612,Campo Grande (MS),Recife (PE),premium,959.91,1.39,535.4,CloudFy,01/06/2022,612,Hotel AU,Recife (PE),3,312.83,01/06/2022,938.49,,,,,,,,,,,,0
77980,757,Aracaju (SE),Brasilia (DF),premium,706.36,1.11,425.98,Rainbow,05/06/2021,757,Hotel BP,Brasilia (DF),4,247.62,05/06/2021,990.48,,,,,,,,,,,,0
68206,661,Aracaju (SE),Florianopolis (SC),economic,852.18,2.1,808.85,Rainbow,02/04/2021,661,Hotel A,Florianopolis (SC),3,313.02,02/04/2021,939.06,,,,,,,,,,,,0
126848,1254,Florianopolis (SC),Sao Paulo (SP),economic,426.91,1.46,562.14,CloudFy,11/07/2019,1254,Hotel AF,Sao Paulo (SP),3,139.1,11/07/2019,417.3,,,,,,,,,,,,0
114783,1141,Florianopolis (SC),Campo Grande (MS),economic,544.86,1.49,573.81,Rainbow,17/09/2020,1141,Hotel BW,Campo Grande (MS),1,60.39,09/17/2020,60.39,,,,,,,,,,,,0
131181,1290,Florianopolis (SC),Brasilia (DF),firstClass,1087.18,1.66,637.56,Rainbow,29/04/2021,1290,Hotel BP,Brasilia (DF),3,247.62,04/29/2021,742.86,,,,,,,,,,,,0
34965,335,Recife (PE),Sao Paulo (SP),economic,545.95,1.26,486.52,Rainbow,16/07/2020,335,Hotel AF,Sao Paulo (SP),2,139.1,07/16/2020,278.2,,,,,,,,,,,,0
55789,544,Campo Grande (MS),Brasilia (DF),firstClass,949.99,0.72,277.7,CloudFy,20/08/2020,544,Hotel BP,Brasilia (DF),2,247.62,08/20/2020,495.24,,,,,,,,,,,,0
133340,1314,Florianopolis (SC),Rio de Janeiro (RJ),firstClass,585.77,1.21,466.3,CloudFy,18/02/2021,1314,Hotel CB,Rio de Janeiro (RJ),4,165.99,02/18/2021,663.96,,,,,,,,,,,,0
66505,645,Campo Grande (MS),Aracaju (SE),premium,1215.45,1.69,650.1,CloudFy,30/12/2021,645,Hotel Z,Aracaju (SE),4,208.04,12/30/2021,832.16,,,,,,,,,,,,0
38495,369,Brasilia (DF),Salvador (BH),firstClass,1724.49,1.76,676.56,FlyingDrops,17/03/2022,369,Hotel K,Salvador (BH),2,263.41,03/17/2022,526.82,,,,,,,,,,,,0
34347,328,Brasilia (DF),Florianopolis (SC),firstClass,1487.52,1.66,637.56,CloudFy,04/07/2022,328,Hotel A,Florianopolis (SC),2,313.02,04/07/2022,626.04,,,,,,,,,,,,0
39012,375,Brasilia (DF),Aracaju (SE),economic,654.88,1.11,425.98,CloudFy,12/12/2019,375,Hotel Z,Aracaju (SE),3,208.04,12/12/2019,624.12,,,,,,,,,,,,0
128356,1265,Florianopolis (SC),Recife (PE),premium,1013.4,1.76,676.53,Rainbow,02/06/2020,1265,Hotel AU,Recife (PE),1,312.83,02/06/2020,312.83,,,,,,,,,,,,0
54534,532,Campo Grande (MS),Florianopolis (SC),premium,1030.13,1.49,573.81,Rainbow,23/09/2021,532,Hotel A,Florianopolis (SC),1,313.02,09/23/2021,313.02,,,,,,,,,,,,0
115406,1147,Florianopolis (SC),Aracaju (SE),economic,819.41,2.1,808.85,Rainbow,08/04/2022,1147,Hotel Z,Aracaju (SE),2,208.04,08/04/2022,416.08,,,,,,,,,,,,0
108247,1074,Florianopolis (SC),Rio de Janeiro (RJ),firstClass,549.55,1.21,466.3,Rainbow,12/10/2020,1074,Hotel CB,Rio de Janeiro (RJ),1,165.99,12/10/2020,165.99,,,,,,,,,,,,0
11320,111,Recife (PE),Aracaju (SE),premium,932.22,1.44,555.74,Rainbow,01/05/2023,111,Hotel Z,Aracaju (SE),1,208.04,01/05/2023,208.04,,,,,,,,,,,,0
46327,451,Recife (PE),Aracaju (SE),firstClass,1181.19,1.44,555.74,Rainbow,31/10/2019,451,Hotel Z,Aracaju (SE),4,208.04,10/31/2019,832.16,,,,,,,,,,,,0
122035,1210,Florianopolis (SC),Sao Paulo (SP),firstClass,693.51,1.46,562.14,CloudFy,12/09/2021,1210,Hotel AF,Sao Paulo (SP),1,139.1,12/09/2021,139.1,,,,,,,,,,,,0
762,6,Aracaju (SE),Rio de Janeiro (RJ),firstClass,1190.94,1.55,597.61,FlyingDrops,25/02/2021,6,Hotel CB,Rio de Janeiro (RJ),3,165.99,02/25/2021,497.97,,,,,,,,,,,,0
82382,802,Aracaju (SE),Florianopolis (SC),firstClass,1582.41,2.1,808.85,Rainbow,12/05/2019,802,Hotel A,Florianopolis (SC),4,313.02,12/05/2019,1252.08,,,,,,,,,,,,0
63242,616,Campo Grande (MS),Natal (RN),economic,467.6,0.65,250.68,CloudFy,03/05/2020,616,Hotel BD,Natal (RN),4,242.88,03/05/2020,971.52,,,,,,,,,,,,0
132796,1309,Florianopolis (SC),Brasilia (DF),firstClass,1087.18,1.66,637.56,Rainbow,17/10/2019,1309,Hotel BP,Brasilia (DF),3,247.62,10/17/2019,742.86,,,,,,,,,,,,0
54921,535,Campo Grande (MS),Salvador (BH),economic,615.26,1.36,522.34,Rainbow,04/08/2021,535,Hotel K,Salvador (BH),4,263.41,04/08/2021,1053.64,,,,,,,,,,,,0
30257,288,Brasilia (DF),Salvador (BH),firstClass,1665.24,1.76,676.56,Rainbow,16/09/2021,288,Hotel K,Salvador (BH),3,263.41,09/16/2021,790.23,,,,,,,,,,,,0
58146,567,Campo Grande (MS),Sao Paulo (SP),firstClass,644.16,0.44,168.22,Rainbow,04/02/2020,567,Hotel AF,Sao Paulo (SP),1,139.1,04/02/2020,139.1,,,,,,,,,,,,0
93947,928,Florianopolis (SC),Salvador (BH),firstClass,1692.64,2.44,937.77,FlyingDrops,11/12/2020,928,Hotel K,Salvador (BH),3,263.41,11/12/2020,790.23,,,,,,,,,,,,0
28200,269,Brasilia (DF),Recife (PE),firstClass,691.39,0.63,242.21,FlyingDrops,24/10/2019,269,Hotel AU,Recife (PE),2,312.83,10/24/2019,625.66,,,,,,,,,,,,0
105028,1041,Florianopolis (SC),Natal (RN),premium,1114.55,1.84,709.37,Rainbow,20/05/2021,1041,Hotel BD,Natal (RN),2,242.88,05/20/2021,485.76,,,,,,,,,,,,0
117159,1161,Florianopolis (SC),Rio de Janeiro (RJ),firstClass,549.55,1.21,466.3,Rainbow,03/05/2020,1161,Hotel CB,Rio de Janeiro (RJ),4,165.99,03/05/2020,663.96,,,,,,,,,,,,0
39664,383,Brasilia (DF),Sao Paulo (SP),economic,533.8,0.67,257.81,Rainbow,28/10/2021,383,Hotel AF,Sao Paulo (SP),4,139.1,10/28/2021,556.4,,,,,,,,,,,,0
124993,1233,Florianopolis (SC),Recife (PE),premium,918.66,1.76,676.53,CloudFy,02/03/2022,1233,Hotel AU,Recife (PE),2,312.83,02/03/2022,625.66,,,,,,,,,,,,0
113246,1125,Florianopolis (SC),Campo Grande (MS),firstClass,930.34,1.49,573.81,FlyingDrops,30/01/2020,1125,Hotel BW,Campo Grande (MS),1,60.39,01/30/2020,60.39,,,,,,,,,,,,0
85132,836,Aracaju (SE),Florianopolis (SC),premium,1174.97,2.1,808.85,CloudFy,02/03/2022,836,Hotel A,Florianopolis (SC),3,313.02,02/03/2022,939.06,,,,,,,,,,,,0
23647,231,Recife (PE),Brasilia (DF),economic,439.38,0.63,242.21,Rainbow,21/05/2020,231,Hotel BP,Brasilia (DF),4,247.62,05/21/2020,990.48,,,,,,,,,,,,0
63451,617,Campo Grande (MS),Sao Paulo (SP),premium,536.98,0.44,168.22,CloudFy,28/01/2021,617,Hotel AF,Sao Paulo (SP),3,139.1,01/28/2021,417.3,,,,,,,,,,,,0
21821,213,Brasilia (DF),Florianopolis (SC),firstClass,1576.97,1.66,637.56,Rainbow,28/11/2019,213,Hotel A,Florianopolis (SC),1,313.02,11/28/2019,313.02,,,,,,,,,,,,0
35865,342,Brasilia (DF),Rio de Janeiro (RJ),premium,457.95,0.48,183.37,CloudFy,01/06/2022,342,Hotel CB,Rio de Janeiro (RJ),1,165.99,01/06/2022,165.99,,,,,,,,,,,,0
30942,295,Aracaju (SE),Sao Paulo (SP),premium,630.34,1.02,392.76,CloudFy,07/02/2020,295,Hotel AF,Sao Paulo (SP),1,139.1,07/02/2020,139.1,,,,,,,,,,,,0
26593,256,Brasilia (DF),Florianopolis (SC),premium,1222.24,1.66,637.56,Rainbow,26/09/2019,256,Hotel A,Florianopolis (SC),1,313.02,09/26/2019,313.02,,,,,,,,,,,,0
84311,828,Natal (RN),Salvador (BH),economic,922.87,1.85,710.57,CloudFy,19/03/2020,828,Hotel K,Salvador (BH),1,263.41,03/19/2020,263.41,,,,,,,,,,,,0
45165,441,Recife (PE),Salvador (BH),firstClass,1596.61,2.05,788.55,FlyingDrops,30/01/2020,441,Hotel K,Salvador (BH),4,263.41,01/30/2020,1053.64,,,,,,,,,,,,0
115194,1146,Florianopolis (SC),Aracaju (SE),economic,879.1,2.1,808.85,CloudFy,27/08/2020,1146,Hotel Z,Aracaju (SE),4,208.04,08/27/2020,832.16,,,,,,,,,,,,0
114679,1140,Florianopolis (SC),Campo Grande (MS),premium,697.65,1.49,573.81,CloudFy,08/12/2021,1140,Hotel BW,Campo Grande (MS),1,60.39,08/12/2021,60.39,,,,,,,,,,,,0
129978,1280,Florianopolis (SC),Sao Paulo (SP),firstClass,762.89,1.46,562.14,FlyingDrops,15/10/2020,1280,Hotel AF,Sao Paulo (SP),1,139.1,10/15/2020,139.1,,,,,,,,,,,,0
85378,838,Sao Paulo (SP),Natal (RN),firstClass,943.18,0.85,327.55,FlyingDrops,31/12/2020,838,Hotel BD,Natal (RN),3,242.88,12/31/2020,728.64,,,,,,,,,,,,0
36407,348,Recife (PE),Campo Grande (MS),firstClass,1038.95,1.39,535.4,FlyingDrops,24/10/2019,348,Hotel BW,Campo Grande (MS),3,60.39,10/24/2019,181.17,,,,,,,,,,,,0
1785,15,Aracaju (SE),Sao Paulo (SP),economic,410.79,1.02,392.76,CloudFy,03/10/2022,15,Hotel AF,Sao Paulo (SP),2,139.1,03/10/2022,278.2,,,,,,,,,,,,0
45420,442,Recife (PE),Salvador (BH),firstClass,1596.61,2.05,788.55,FlyingDrops,11/11/2021,442,Hotel K,Salvador (BH),3,263.41,11/11/2021,790.23,,,,,,,,,,,,0
86586,852,Sao Paulo (SP),Salvador (BH),economic,793.27,1.04,401.66,CloudFy,27/04/2023,852,Hotel K,Salvador (BH),3,263.41,04/27/2023,790.23,,,,,,,,,,,,0
100611,1001,Florianopolis (SC),Rio de Janeiro (RJ),economic,317.08,1.21,466.3,Rainbow,15/10/2020,1001,Hotel CB,Rio de Janeiro (RJ),4,165.99,10/15/2020,663.96,,,,,,,,,,,,0
59406,576,Campo Grande (MS),Rio de Janeiro (RJ),economic,946.55,2.09,806.48,Rainbow,06/04/2020,576,Hotel CB,Rio de Janeiro (RJ),4,165.99,06/04/2020,663.96,,,,,,,,,,,,0
2236,20,Aracaju (SE),Brasilia (DF),premium,706.36,1.11,425.98,Rainbow,13/02/2020,20,Hotel BP,Brasilia (DF),1,247.62,02/13/2020,247.62,,,,,,,,,,,,0
105023,1041,Florianopolis (SC),Campo Grande (MS),premium,697.65,1.49,573.81,CloudFy,15/04/2021,1041,Hotel BW,Campo Grande (MS),3,60.39,04/15/2021,181.17,,,,,,,,,,,,0
101294,1005,Florianopolis (SC),Natal (RN),economic,780.68,1.84,709.37,Rainbow,17/10/2019,1005,Hotel BD,Natal (RN),4,242.88,10/17/2019,971.52,,,,,,,,,,,,0
22965,224,Brasilia (DF),Natal (RN),premium,1107.52,1.43,550.69,Rainbow,13/02/2020,224,Hotel BD,Natal (RN),4,242.88,02/13/2020,971.52,,,,,,,,,,,,0
74048,717,Natal (RN),Brasilia (DF),premium,898.46,1.43,550.69,CloudFy,04/01/2021,717,Hotel BP,Brasilia (DF),1,247.62,04/01/2021,247.62,,,,,,,,,,,,0
74258,719,Aracaju (SE),Rio de Janeiro (RJ),premium,1007.72,1.55,597.61,CloudFy,24/09/2020,719,Hotel CB,Rio de Janeiro (RJ),4,165.99,09/24/2020,663.96,,,,,,,,,,,,0
125329,1236,Florianopolis (SC),Campo Grande (MS),economic,478.02,1.49,573.81,CloudFy,30/12/2021,1236,Hotel BW,Campo Grande (MS),4,60.39,12/30/2021,241.56,,,,,,,,,,,,0
75186,730,Sao Paulo (SP),Salvador (BH),firstClass,1400.35,1.04,401.66,Rainbow,09/09/2021,730,Hotel K,Salvador (BH),4,263.41,09/09/2021,1053.64,,,,,,,,,,,,0
48805,478,Campo Grande (MS),Recife (PE),firstClass,1244.73,1.39,535.4,CloudFy,01/05/2023,478,Hotel AU,Recife (PE),1,312.83,01/05/2023,312.83,,,,,,,,,,,,0
81199,789,Natal (RN),Florianopolis (SC),premium,1212.58,1.84,709.37,Rainbow,11/10/2022,789,Hotel A,Florianopolis (SC),4,313.02,11/10/2022,1252.08,,,,,,,,,,,,0
83532,816,Sao Paulo (SP),Brasilia (DF),premium,602.12,0.67,257.81,CloudFy,23/07/2020,816,Hotel BP,Brasilia (DF),2,247.62,07/23/2020,495.24,,,,,,,,,,,,0
15730,156,Brasilia (DF),Aracaju (SE),economic,721.2,1.11,425.98,Rainbow,14/01/2021,156,Hotel Z,Aracaju (SE),3,208.04,01/14/2021,624.12,,,,,,,,,,,,0
38645,371,Aracaju (SE),Rio de Janeiro (RJ),economic,712.64,1.55,597.61,Rainbow,18/06/2020,371,Hotel CB,Rio de Janeiro (RJ),1,165.99,06/18/2020,165.99,,,,,,,,,,,,0
99225,984,Florianopolis (SC),Brasilia (DF),economic,636.51,1.66,637.56,CloudFy,10/10/2019,984,Hotel BP,Brasilia (DF),3,247.62,10/10/2019,742.86,,,,,,,,,,,,0
114584,1140,Florianopolis (SC),Salvador (BH),firstClass,1640.8,2.44,937.77,CloudFy,17/10/2019,1140,Hotel K,Salvador (BH),2,263.41,10/17/2019,526.82,,,,,,,,,,,,0
18672,183,Aracaju (SE),Salvador (BH),firstClass,1684.05,2.16,830.86,CloudFy,13/04/2023,183,Hotel K,Salvador (BH),2,263.41,04/13/2023,526.82,,,,,,,,,,,,0
75462,733,Natal (RN),Salvador (BH),firstClass,1747.31,1.85,710.57,CloudFy,09/03/2020,733,Hotel K,Salvador (BH),2,263.41,09/03/2020,526.82,,,,,,,,,,,,0
47189,458,Campo Grande (MS),Brasilia (DF),economic,517.82,0.72,277.7,Rainbow,05/07/2020,458,Hotel BP,Brasilia (DF),4,247.62,05/07/2020,990.48,,,,,,,,,,,,0
28689,274,Brasilia (DF),Recife (PE),economic,421.2,0.63,242.21,Rainbow,14/01/2021,274,Hotel AU,Recife (PE),3,312.83,01/14/2021,938.49,,,,,,,,,,,,0
54335,529,Campo Grande (MS),Sao Paulo (SP),firstClass,644.16,0.44,168.22,Rainbow,01/09/2020,529,Hotel AF,Sao Paulo (SP),2,139.1,01/09/2020,278.2,,,,,,,,,,,,0
78360,761,Sao Paulo (SP),Rio de Janeiro (RJ),economic,625.5,0.86,331.89,Rainbow,12/05/2019,761,Hotel CB,Rio de Janeiro (RJ),3,165.99,12/05/2019,497.97,,,,,,,,,,,,0
19968,194,Brasilia (DF),Aracaju (SE),economic,721.2,1.11,425.98,Rainbow,07/01/2021,194,Hotel Z,Aracaju (SE),4,208.04,07/01/2021,832.16,,,,,,,,,,,,0
130999,1288,Florianopolis (SC),Sao Paulo (SP),premium,554.87,1.46,562.14,CloudFy,18/08/2022,1288,Hotel AF,Sao Paulo (SP),2,139.1,08/18/2022,278.2,,,,,,,,,,,,0
26636,256,Recife (PE),Rio de Janeiro (RJ),economic,908.93,2.3,885.57,Rainbow,23/07/2020,256,Hotel CB,Rio de Janeiro (RJ),4,165.99,07/23/2020,663.96,,,,,,,,,,,,0
115099,1145,Florianopolis (SC),Rio de Janeiro (RJ),economic,317.08,1.21,466.3,Rainbow,18/11/2021,1145,Hotel CB,Rio de Janeiro (RJ),3,165.99,11/18/2021,497.97,,,,,,,,,,,,0
3313,32,Brasilia (DF),Recife (PE),firstClass,691.39,0.63,242.21,FlyingDrops,06/09/2022,32,Hotel AU,Recife (PE),3,312.83,06/09/2022,938.49,,,,,,,,,,,,0
50398,491,Campo Grande (MS),Recife (PE),premium,991.22,1.39,535.4,Rainbow,06/04/2020,491,Hotel AU,Recife (PE),2,312.83,06/04/2020,625.66,,,,,,,,,,,,0
28627,274,Recife (PE),Sao Paulo (SP),firstClass,980.83,1.26,486.52,Rainbow,11/07/2019,274,Hotel AF,Sao Paulo (SP),4,139.1,11/07/2019,556.4,,,,,,,,,,,,0
16429,162,Aracaju (SE),Sao Paulo (SP),firstClass,752.27,1.02,392.76,Rainbow,05/06/2021,162,Hotel AF,Sao Paulo (SP),4,139.1,05/06/2021,556.4,,,,,,,,,,,,0
106030,1051,Florianopolis (SC),Recife (PE),firstClass,1300.6,1.76,676.53,CloudFy,04/09/2020,1051,Hotel AU,Recife (PE),4,312.83,04/09/2020,1251.32,,,,,,,,,,,,0
70727,685,Sao Paulo (SP),Natal (RN),firstClass,932.87,0.85,327.55,Rainbow,23/04/2020,685,Hotel BD,Natal (RN),2,242.88,04/23/2020,485.76,,,,,,,,,,,,0
17252,173,Brasilia (DF),Salvador (BH),economic,921.08,1.76,676.56,Rainbow,01/09/2020,173,Hotel K,Salvador (BH),1,263.41,01/09/2020,263.41,,,,,,,,,,,,0
59092,574,Campo Grande (MS),Natal (RN),firstClass,778.01,0.65,250.68,Rainbow,19/11/2020,574,Hotel BD,Natal (RN),2,242.88,11/19/2020,485.76,,,,,,,,,,,,0
54281,526,Campo Grande (MS),Aracaju (SE),firstClass,1581.8,1.69,650.1,CloudFy,01/09/2020,526,Hotel Z,Aracaju (SE),3,208.04,01/09/2020,624.12,,,,,,,,,,,,0
103569,1027,Florianopolis (SC),Natal (RN),premium,1128.51,1.84,709.37,CloudFy,09/09/2021,1027,Hotel BD,Natal (RN),1,242.88,09/09/2021,242.88,,,,,,,,,,,,0
66231,642,Campo Grande (MS),Salvador (BH),economic,615.26,1.36,522.34,Rainbow,19/08/2021,642,Hotel K,Salvador (BH),4,263.41,08/19/2021,1053.64,,,,,,,,,,,,0
94151,930,Florianopolis (SC),Brasilia (DF),economic,636.51,1.66,637.56,CloudFy,16/06/2022,930,Hotel BP,Brasilia (DF),1,247.62,06/16/2022,247.62,,,,,,,,,,,,0
71896,698,Sao Paulo (SP),Florianopolis (SC),premium,1370.17,1.46,562.14,CloudFy,19/03/2020,698,Hotel A,Florianopolis (SC),4,313.02,03/19/2020,1252.08,,,,,,,,,,,,0
5470,55,Brasilia (DF),Florianopolis (SC),firstClass,1569.65,1.66,637.56,FlyingDrops,02/06/2020,55,Hotel A,Florianopolis (SC),1,313.02,02/06/2020,313.02,,,,,,,,,,,,0
53312,516,Campo Grande (MS),Sao Paulo (SP),premium,536.98,0.44,168.22,CloudFy,26/12/2019,516,Hotel AF,Sao Paulo (SP),4,139.1,12/26/2019,556.4,,,,,,,,,,,,0
46361,451,Brasilia (DF),Natal (RN),firstClass,1433.35,1.43,550.69,FlyingDrops,25/06/2020,451,Hotel BD,Natal (RN),4,242.88,06/25/2020,971.52,,,,,,,,,,,,0
23996,234,Aracaju (SE),Sao Paulo (SP),premium,588.14,1.02,392.76,Rainbow,11/10/2022,234,Hotel AF,Sao Paulo (SP),3,139.1,11/10/2022,417.3,,,,,,,,,,,,0
67658,655,Aracaju (SE),Recife (PE),firstClass,1088.87,1.44,555.74,FlyingDrops,16/09/2021,655,Hotel AU,Recife (PE),2,312.83,09/16/2021,625.66,,,,,,,,,,,,0
115254,1146,Florianopolis (SC),Natal (RN),premium,1128.51,1.84,709.37,CloudFy,21/10/2021,1146,Hotel BD,Natal (RN),1,242.88,10/21/2021,242.88,,,,,,,,,,,,0
5211,52,Aracaju (SE),Sao Paulo (SP),economic,446.73,1.02,392.76,Rainbow,24/12/2020,52,Hotel AF,Sao Paulo (SP),4,139.1,12/24/2020,556.4,,,,,,,,,,,,0
90456,894,Florianopolis (SC),Campo Grande (MS),premium,697.65,1.49,573.81,CloudFy,04/02/2020,894,Hotel BW,Campo Grande (MS),2,60.39,04/02/2020,120.78,,,,,,,,,,,,0
27263,262,Aracaju (SE),Salvador (BH),economic,964.83,2.16,830.86,CloudFy,27/08/2020,262,Hotel K,Salvador (BH),2,263.41,08/27/2020,526.82,,,,,,,,,,,,0
68673,665,Natal (RN),Aracaju (SE),firstClass,611.59,0.46,176.33,FlyingDrops,12/12/2019,665,Hotel Z,Aracaju (SE),1,208.04,12/12/2019,208.04,,,,,,,,,,,,0
86654,854,Sao Paulo (SP),Salvador (BH),firstClass,1427.22,1.04,401.66,FlyingDrops,12/12/2019,854,Hotel K,Salvador (BH),1,263.41,12/12/2019,263.41,,,,,,,,,,,,0
127929,1261,Florianopolis (SC),Brasilia (DF),firstClass,1087.18,1.66,637.56,Rainbow,16/04/2020,1261,Hotel BP,Brasilia (DF),1,247.62,04/16/2020,247.62,,,,,,,,,,,,0
57067,555,Campo Grande (MS),Natal (RN),premium,652.47,0.65,250.68,CloudFy,10/10/2019,555,Hotel BD,Natal (RN),2,242.88,10/10/2019,485.76,,,,,,,,,,,,0
69359,672,Natal (RN),Recife (PE),firstClass,694.42,0.58,222.67,FlyingDrops,24/10/2019,672,Hotel AU,Recife (PE),3,312.83,10/24/2019,938.49,,,,,,,,,,,,0
59428,576,Campo Grande (MS),Salvador (BH),premium,834.61,1.36,522.34,Rainbow,11/05/2020,576,Hotel K,Salvador (BH),3,263.41,11/05/2020,790.23,,,,,,,,,,,,0
39270,379,Recife (PE),Aracaju (SE),economic,684.88,1.44,555.74,CloudFy,23/01/2020,379,Hotel Z,Aracaju (SE),1,208.04,01/23/2020,208.04,,,,,,,,,,,,0
30590,290,Brasilia (DF),Natal (RN),premium,1107.52,1.43,550.69,Rainbow,26/01/2023,290,Hotel BD,Natal (RN),4,242.88,01/26/2023,971.52,,,,,,,,,,,,0
73590,714,Natal (RN),Florianopolis (SC),firstClass,1570.02,1.84,709.37,CloudFy,19/11/2020,714,Hotel A,Florianopolis (SC),4,313.02,11/19/2020,1252.08,,,,,,,,,,,,0
68807,666,Sao Paulo (SP),Salvador (BH),premium,1118.61,1.04,401.66,CloudFy,17/09/2020,666,Hotel K,Salvador (BH),3,263.41,09/17/2020,790.23,,,,,,,,,,,,0
79256,771,Sao Paulo (SP),Aracaju (SE),economic,647.9,1.02,392.76,Rainbow,06/04/2020,771,Hotel Z,Aracaju (SE),4,208.04,06/04/2020,832.16,,,,,,,,,,,,0
111435,1104,Florianopolis (SC),Brasilia (DF),firstClass,1087.18,1.66,637.56,Rainbow,14/01/2021,1104,Hotel BP,Brasilia (DF),4,247.62,01/14/2021,990.48,,,,,,,,,,,,0
77013,747,Aracaju (SE),Sao Paulo (SP),premium,630.34,1.02,392.76,CloudFy,28/04/2022,747,Hotel AF,Sao Paulo (SP),2,139.1,04/28/2022,278.2,,,,,,,,,,,,0
76499,744,Sao Paulo (SP),Recife (PE),firstClass,1573.5,1.26,486.52,Rainbow,19/08/2021,744,Hotel AU,Recife (PE),3,312.83,08/19/2021,938.49,,,,,,,,,,,,0
61024,592,Campo Grande (MS),Florianopolis (SC),economic,764.53,1.49,573.81,Rainbow,28/11/2019,592,Hotel A,Florianopolis (SC),2,313.02,11/28/2019,626.04,,,,,,,,,,,,0
25081,243,Recife (PE),Natal (RN),firstClass,633.71,0.58,222.67,FlyingDrops,26/03/2020,243,Hotel BD,Natal (RN),4,242.88,03/26/2020,971.52,,,,,,,,,,,,0
81494,793,Natal (RN),Florianopolis (SC),premium,1212.58,1.84,709.37,Rainbow,25/08/2022,793,Hotel A,Florianopolis (SC),1,313.02,08/25/2022,313.02,,,,,,,,,,,,0
