travelCode,User_ID,Departure,Arrival,flightType,Flight_price,Flight_duration,Flight_Distance,Flight_agency,Departure_date,Hotel_Name,Arrival_place,Hotel_stay,Hotel_per_day_price,Check_in,Hotel_TotalPrice,pickupLocation,dropoffLocation,carType,rentalAgency,rentalDuration,Car_total_distance,fuelPolicy,Car_bookingStatus,total_rent_price,car_rental_status
42750,416,Brasilia (DF),Sao Paulo (SP),firstClass,893.65,0.67,257.81,CloudFy,2021-08-07,Hotel AF,Sao Paulo (SP),4,139.1,2021-07-08,556.4,,,,,,,,,,0
17458,174,Aracaju (SE),Brasilia (DF),economic,472.72,1.11,425.98,CloudFy,2022-07-21,Hotel BP,Brasilia (DF),2,247.62,2022-07-21,495.24,,,,,,,,,,0
118902,1178,Florianopolis (SC),Sao Paulo (SP),premium,554.87,1.46,562.14,CloudFy,2020-08-10,Hotel AF,Sao Paulo (SP),2,139.1,2020-10-08,278.2,Cortezmouth,Jodifurt,Hatchback,Avis,4.0,398.0,Partial,Pending,3605.0,1
37556,357,Aracaju (SE),Natal (RN),premium,427.25,0.46,176.33,Rainbow,2020-05-11,Hotel BD,Natal (RN),2,242.88,2020-11-05,485.76,East Jessica,Kylehaven,Sedan,Hertz,2.0,379.0,Full-to-Full,Pending,4254.0,1
10931,109,Recife (PE),Natal (RN),firstClass,633.71,0.58,222.67,FlyingDrops,2021-05-13,Hotel BD,Natal (RN),2,242.88,2021-05-13,485.76,Port Jonathan,Jefferystad,Sedan,Enterprise,4.0,193.0,Prepaid,Confirmed,2530.0,1
63383,617,Campo Grande (MS),Florianopolis (SC),firstClass,1446.34,1.49,573.81,CloudFy,2019-10-10,Hotel A,Florianopolis (SC),1,313.02,2019-10-10,313.02,Port Sarah,West Jodiborough,Sedan,Budget,4.0,57.0,Full-to-Full,Cancelled,1173.0,1
130401,1282,Florianopolis (SC),Campo Grande (MS),firstClass,930.34,1.49,573.81,FlyingDrops,2022-03-02,Hotel BW,Campo Grande (MS),2,60.39,2022-02-03,120.78,South John,Kathrynborough,SUV,Enterprise,5.0,472.0,Full-to-Full,Confirmed,6538.0,1
58549,571,Campo Grande (MS),Natal (RN),firstClass,749.85,0.65,250.68,FlyingDrops,2021-10-06,Hotel BD,Natal (RN),3,242.88,2021-06-10,728.64,,,,,,,,,,0
13843,137,Aracaju (SE),Brasilia (DF),premium,755.62,1.11,425.98,CloudFy,2020-10-09,Hotel BP,Brasilia (DF),4,247.62,2020-09-10,990.48,,,,,,,,,,0
41380,401,Brasilia (DF),Salvador (BH),firstClass,1685.23,1.76,676.56,CloudFy,2020-10-29,Hotel K,Salvador (BH),4,263.41,2020-10-29,1053.64,Connorburgh,Watkinsview,Sedan,Budget,2.0,379.0,Prepaid,Confirmed,4252.0,1
70173,680,Natal (RN),Recife (PE),firstClass,744.11,0.58,222.67,CloudFy,2019-10-31,Hotel AU,Recife (PE),1,312.83,2019-10-31,312.83,,,,,,,,,,0
53382,516,Campo Grande (MS),Sao Paulo (SP),economic,375.51,0.44,168.22,CloudFy,2021-04-29,Hotel AF,Sao Paulo (SP),3,139.1,2021-04-29,417.3,,,,,,,,,,0
39019,375,Brasilia (DF),Sao Paulo (SP),premium,698.1,0.67,257.81,CloudFy,2020-01-30,Hotel AF,Sao Paulo (SP),2,139.1,2020-01-30,278.2,Kaylamouth,Seanshire,Sedan,Sixt,2.0,367.0,Partial,Pending,4134.0,1
94990,937,Florianopolis (SC),Natal (RN),firstClass,1385.49,1.84,709.37,Rainbow,2021-05-20,Hotel BD,Natal (RN),1,242.88,2021-05-20,242.88,,,,,,,,,,0
101959,1011,Florianopolis (SC),Aracaju (SE),economic,879.1,2.1,808.85,CloudFy,2022-01-20,Hotel Z,Aracaju (SE),4,208.04,2022-01-20,832.16,,,,,,,,,,0
51833,503,Campo Grande (MS),Recife (PE),premium,959.91,1.39,535.4,CloudFy,2020-10-29,Hotel AU,Recife (PE),4,312.83,2020-10-29,1251.32,Jacobview,Port Andrea,Hatchback,Avis,2.0,92.0,Full-to-Full,Cancelled,1061.0,1
75088,730,Aracaju (SE),Salvador (BH),economic,943.36,2.16,830.86,Rainbow,2019-10-24,Hotel K,Salvador (BH),3,263.41,2019-10-24,790.23,,,,,,,,,,0
79477,773,Aracaju (SE),Campo Grande (MS),firstClass,1387.89,1.69,650.1,Rainbow,2020-04-06,Hotel BW,Campo Grande (MS),1,60.39,2020-06-04,60.39,,,,,,,,,,0
128085,1262,Florianopolis (SC),Rio de Janeiro (RJ),economic,317.08,1.21,466.3,Rainbow,2020-06-08,Hotel CB,Rio de Janeiro (RJ),1,165.99,2020-08-06,165.99,,,,,,,,,,0
39270,379,Recife (PE),Aracaju (SE),economic,684.88,1.44,555.74,CloudFy,2020-01-23,Hotel Z,Aracaju (SE),1,208.04,2020-01-23,208.04,,,,,,,,,,0
52845,512,Campo Grande (MS),Aracaju (SE),economic,886.9,1.69,650.1,CloudFy,2020-07-16,Hotel Z,Aracaju (SE),3,208.04,2020-07-16,624.12,South Michelle,Garciaton,Sedan,Enterprise,3.0,170.0,Prepaid,Confirmed,2240.0,1
21539,210,Brasilia (DF),Florianopolis (SC),economic,889.07,1.66,637.56,Rainbow,2022-10-02,Hotel A,Florianopolis (SC),4,313.02,2022-02-10,1252.08,,,,,,,,,,0
126094,1248,Florianopolis (SC),Campo Grande (MS),firstClass,930.34,1.49,573.81,FlyingDrops,2021-01-28,Hotel BW,Campo Grande (MS),1,60.39,2021-01-28,60.39,,,,,,,,,,0
79366,772,Natal (RN),Brasilia (DF),premium,898.46,1.43,550.69,CloudFy,2021-10-28,Hotel BP,Brasilia (DF),3,247.62,2021-10-28,742.86,Portershire,Margaretchester,Hatchback,Hertz,4.0,259.0,Full-to-Full,Cancelled,2504.0,1
75852,738,Aracaju (SE),Sao Paulo (SP),premium,588.14,1.02,392.76,Rainbow,2021-02-25,Hotel AF,Sao Paulo (SP),3,139.1,2021-02-25,417.3,Janetport,South Taraton,SUV,Enterprise,2.0,153.0,Prepaid,Confirmed,2448.0,1
29072,277,Recife (PE),Campo Grande (MS),premium,832.77,1.39,535.4,Rainbow,2019-11-21,Hotel BW,Campo Grande (MS),3,60.39,2019-11-21,181.17,Smithtown,Martinezland,SUV,Avis,3.0,420.0,Full-to-Full,Confirmed,5739.0,1
121354,1203,Florianopolis (SC),Brasilia (DF),premium,814.55,1.66,637.56,Rainbow,2022-12-05,Hotel BP,Brasilia (DF),4,247.62,2022-05-12,990.48,Alishaland,East Andrewside,SUV,Avis,4.0,184.0,Full-to-Full,Cancelled,3006.0,1
4420,44,Recife (PE),Salvador (BH),firstClass,1484.94,2.05,788.55,CloudFy,2021-03-18,Hotel K,Salvador (BH),2,263.41,2021-03-18,526.82,Port Jessica,Burnsberg,Luxury,Budget,3.0,337.0,Full-to-Full,Cancelled,8022.0,1
58579,571,Campo Grande (MS),Rio de Janeiro (RJ),premium,1363.27,2.09,806.48,CloudFy,2022-06-01,Hotel CB,Rio de Janeiro (RJ),3,165.99,2022-01-06,497.97,East Denise,Millermouth,Luxury,Enterprise,1.0,288.0,Full-to-Full,Pending,6726.0,1
133380,1314,Florianopolis (SC),Sao Paulo (SP),economic,427.0,1.46,562.14,Rainbow,2021-11-25,Hotel AF,Sao Paulo (SP),2,139.1,2021-11-25,278.2,Leahland,North Kellyville,Hatchback,Budget,4.0,127.0,Partial,Cancelled,1463.0,1
32683,314,Recife (PE),Campo Grande (MS),economic,563.71,1.39,535.4,CloudFy,2021-04-22,Hotel BW,Campo Grande (MS),3,60.39,2021-04-22,181.17,,,,,,,,,,0
126177,1248,Florianopolis (SC),Salvador (BH),premium,1367.88,2.44,937.77,Rainbow,2022-01-09,Hotel K,Salvador (BH),4,263.41,2022-09-01,1053.64,,,,,,,,,,0
125901,1245,Florianopolis (SC),Rio de Janeiro (RJ),firstClass,585.77,1.21,466.3,CloudFy,2020-09-07,Hotel CB,Rio de Janeiro (RJ),4,165.99,2020-07-09,663.96,,,,,,,,,,0
63803,621,Campo Grande (MS),Sao Paulo (SP),firstClass,644.16,0.44,168.22,Rainbow,2019-07-11,Hotel AF,Sao Paulo (SP),2,139.1,2019-11-07,278.2,North Saraborough,Weisston,Hatchback,Enterprise,1.0,325.0,Prepaid,Confirmed,2890.0,1
31017,296,Recife (PE),Aracaju (SE),firstClass,1300.81,1.44,555.74,FlyingDrops,2020-09-17,Hotel Z,Aracaju (SE),3,208.04,2020-09-17,624.12,North Brianhaven,Cynthiachester,Sedan,Avis,4.0,78.0,Partial,Confirmed,1399.0,1
44500,434,Aracaju (SE),Brasilia (DF),firstClass,898.04,1.11,425.98,FlyingDrops,2022-03-02,Hotel BP,Brasilia (DF),2,247.62,2022-02-03,495.24,,,,,,,,,,0
92007,908,Florianopolis (SC),Brasilia (DF),premium,814.55,1.66,637.56,Rainbow,2020-03-09,Hotel BP,Brasilia (DF),1,247.62,2020-09-03,247.62,Lake Anthony,Wallacemouth,Luxury,Enterprise,1.0,105.0,Prepaid,Cancelled,3084.0,1
4768,47,Aracaju (SE),Florianopolis (SC),premium,1174.97,2.1,808.85,CloudFy,2021-07-01,Hotel A,Florianopolis (SC),2,313.02,2021-01-07,626.04,,,,,,,,,,0
16369,162,Brasilia (DF),Salvador (BH),premium,1268.97,1.76,676.56,Rainbow,2020-12-03,Hotel K,Salvador (BH),1,263.41,2020-03-12,263.41,Cooperborough,Julieshire,Sedan,Enterprise,1.0,191.0,Partial,Cancelled,2295.0,1
2066,18,Aracaju (SE),Brasilia (DF),firstClass,957.68,1.11,425.98,CloudFy,2021-07-01,Hotel BP,Brasilia (DF),2,247.62,2021-01-07,495.24,,,,,,,,,,0
42667,416,Brasilia (DF),Recife (PE),economic,421.2,0.63,242.21,Rainbow,2019-05-12,Hotel AU,Recife (PE),4,312.83,2019-12-05,1251.32,,,,,,,,,,0
49610,485,Campo Grande (MS),Aracaju (SE),economic,886.9,1.69,650.1,CloudFy,2021-02-09,Hotel Z,Aracaju (SE),3,208.04,2021-09-02,624.12,Lake Michelleview,Leebury,SUV,Avis,1.0,345.0,Prepaid,Confirmed,4652.0,1
82436,802,Aracaju (SE),Rio de Janeiro (RJ),economic,712.64,1.55,597.61,Rainbow,2020-12-17,Hotel CB,Rio de Janeiro (RJ),1,165.99,2020-12-17,165.99,,,,,,,,,,0
93364,922,Florianopolis (SC),Sao Paulo (SP),firstClass,762.89,1.46,562.14,FlyingDrops,2020-03-26,Hotel AF,Sao Paulo (SP),1,139.1,2020-03-26,139.1,,,,,,,,,,0
11431,112,Brasilia (DF),Rio de Janeiro (RJ),firstClass,649.64,0.48,183.37,CloudFy,2021-07-15,Hotel CB,Rio de Janeiro (RJ),4,165.99,2021-07-15,663.96,,,,,,,,,,0
9113,92,Recife (PE),Campo Grande (MS),firstClass,1069.12,1.39,535.4,Rainbow,2020-09-01,Hotel BW,Campo Grande (MS),2,60.39,2020-01-09,120.78,Waltersland,Kennethhaven,Hatchback,Avis,3.0,441.0,Prepaid,Cancelled,3915.0,1
40480,390,Brasilia (DF),Natal (RN),firstClass,1434.91,1.43,550.69,Rainbow,2020-12-17,Hotel BD,Natal (RN),2,242.88,2020-12-17,485.76,New Brandon,Samanthamouth,Luxury,Sixt,5.0,199.0,Full-to-Full,Cancelled,5547.0,1
102583,1019,Florianopolis (SC),Sao Paulo (SP),premium,554.87,1.46,562.14,CloudFy,2020-09-07,Hotel AF,Sao Paulo (SP),1,139.1,2020-07-09,139.1,Drewtown,Lake Henryview,Luxury,Avis,1.0,248.0,Prepaid,Confirmed,5940.0,1
58281,568,Campo Grande (MS),Aracaju (SE),premium,1215.45,1.69,650.1,CloudFy,2021-04-02,Hotel Z,Aracaju (SE),4,208.04,2021-02-04,832.16,,,,,,,,,,0
81929,797,Natal (RN),Rio de Janeiro (RJ),firstClass,1314.05,1.55,595.03,Rainbow,2020-09-17,Hotel CB,Rio de Janeiro (RJ),2,165.99,2020-09-17,331.98,Carpenterberg,Stevenstad,Luxury,Enterprise,3.0,89.0,Partial,Cancelled,3077.0,1
89506,882,Sao Paulo (SP),Brasilia (DF),firstClass,742.94,0.67,257.81,CloudFy,2022-08-09,Hotel BP,Brasilia (DF),4,247.62,2022-09-08,990.48,,,,,,,,,,0
69385,672,Natal (RN),Campo Grande (MS),economic,546.04,0.65,250.68,CloudFy,2020-04-23,Hotel BW,Campo Grande (MS),1,60.39,2020-04-23,60.39,New Vanessamouth,South Nataliehaven,Hatchback,Hertz,2.0,215.0,Prepaid,Cancelled,2040.0,1
29287,280,Recife (PE),Rio de Janeiro (RJ),premium,1270.03,2.3,885.57,CloudFy,2020-06-18,Hotel CB,Rio de Janeiro (RJ),2,165.99,2020-06-18,331.98,,,,,,,,,,0
60337,584,Campo Grande (MS),Recife (PE),premium,991.22,1.39,535.4,Rainbow,2020-09-01,Hotel AU,Recife (PE),2,312.83,2020-01-09,625.66,Veronicaborough,Ritaland,Hatchback,Hertz,4.0,203.0,Full-to-Full,Confirmed,2039.0,1
129426,1273,Florianopolis (SC),Rio de Janeiro (RJ),economic,313.62,1.21,466.3,CloudFy,2021-08-26,Hotel CB,Rio de Janeiro (RJ),3,165.99,2021-08-26,497.97,West Maria,Ruizside,SUV,Budget,3.0,331.0,Full-to-Full,Confirmed,4691.0,1
82363,801,Aracaju (SE),Brasilia (DF),firstClass,957.68,1.11,425.98,CloudFy,2019-10-31,Hotel BP,Brasilia (DF),2,247.62,2019-10-31,495.24,Anthonyborough,Ashleyside,Sedan,Hertz,2.0,65.0,Partial,Confirmed,1117.0,1
122459,1214,Florianopolis (SC),Brasilia (DF),firstClass,1087.18,1.66,637.56,Rainbow,2020-09-07,Hotel BP,Brasilia (DF),4,247.62,2020-07-09,990.48,,,,,,,,,,0
48879,479,Campo Grande (MS),Aracaju (SE),firstClass,1545.78,1.69,650.1,Rainbow,2020-11-19,Hotel Z,Aracaju (SE),3,208.04,2020-11-19,624.12,,,,,,,,,,0
23996,234,Aracaju (SE),Sao Paulo (SP),premium,588.14,1.02,392.76,Rainbow,2022-10-11,Hotel AF,Sao Paulo (SP),3,139.1,2022-11-10,417.3,,,,,,,,,,0
55456,541,Campo Grande (MS),Natal (RN),economic,467.6,0.65,250.68,CloudFy,2020-09-24,Hotel BD,Natal (RN),3,242.88,2020-09-24,728.64,,,,,,,,,,0
2327,21,Recife (PE),Rio de Janeiro (RJ),firstClass,1612.39,2.3,885.57,CloudFy,2020-05-21,Hotel CB,Rio de Janeiro (RJ),2,165.99,2020-05-21,331.98,East Emily,West Christopher,Luxury,Hertz,1.0,402.0,Prepaid,Pending,9014.0,1
30275,288,Recife (PE),Sao Paulo (SP),firstClass,980.83,1.26,486.52,Rainbow,2022-01-20,Hotel AF,Sao Paulo (SP),3,139.1,2022-01-20,417.3,West Seanmouth,Port Lindaview,Hatchback,Sixt,5.0,189.0,Full-to-Full,Pending,1978.0,1
29965,286,Aracaju (SE),Sao Paulo (SP),firstClass,730.43,1.02,392.76,CloudFy,2020-09-01,Hotel AF,Sao Paulo (SP),3,139.1,2020-01-09,417.3,New Frank,North Tyler,SUV,Hertz,1.0,231.0,Prepaid,Cancelled,3309.0,1
133649,1316,Florianopolis (SC),Sao Paulo (SP),firstClass,762.89,1.46,562.14,FlyingDrops,2021-01-04,Hotel AF,Sao Paulo (SP),3,139.1,2021-04-01,417.3,,,,,,,,,,0
27245,262,Brasilia (DF),Florianopolis (SC),firstClass,1576.97,1.66,637.56,Rainbow,2020-04-23,Hotel A,Florianopolis (SC),1,313.02,2020-04-23,313.02,Christophertown,South Andrewhaven,Luxury,Enterprise,3.0,245.0,Partial,Pending,6190.0,1
102425,1015,Florianopolis (SC),Sao Paulo (SP),firstClass,738.8,1.46,562.14,Rainbow,2021-05-13,Hotel AF,Sao Paulo (SP),1,139.1,2021-05-13,139.1,,,,,,,,,,0
78868,766,Aracaju (SE),Rio de Janeiro (RJ),economic,717.04,1.55,597.61,CloudFy,2020-01-16,Hotel CB,Rio de Janeiro (RJ),4,165.99,2020-01-16,663.96,,,,,,,,,,0
13383,132,Recife (PE),Brasilia (DF),firstClass,697.22,0.63,242.21,FlyingDrops,2019-10-24,Hotel BP,Brasilia (DF),3,247.62,2019-10-24,742.86,Markberg,New Danny,Luxury,Budget,1.0,146.0,Prepaid,Cancelled,3899.0,1
87365,862,Natal (RN),Aracaju (SE),premium,451.41,0.46,176.33,CloudFy,2020-02-07,Hotel Z,Aracaju (SE),1,208.04,2020-07-02,208.04,,,,,,,,,,0
30977,296,Brasilia (DF),Sao Paulo (SP),economic,533.8,0.67,257.81,Rainbow,2019-12-12,Hotel AF,Sao Paulo (SP),2,139.1,2019-12-12,278.2,,,,,,,,,,0
63847,621,Campo Grande (MS),Brasilia (DF),premium,691.99,0.72,277.7,Rainbow,2020-10-09,Hotel BP,Brasilia (DF),2,247.62,2020-09-10,495.24,,,,,,,,,,0
112668,1118,Florianopolis (SC),Campo Grande (MS),economic,478.02,1.49,573.81,CloudFy,2019-11-21,Hotel BW,Campo Grande (MS),2,60.39,2019-11-21,120.78,Grantmouth,Lake Ronaldburgh,Luxury,Avis,4.0,228.0,Partial,Cancelled,6009.0,1
71995,700,Aracaju (SE),Brasilia (DF),economic,472.72,1.11,425.98,CloudFy,2020-05-14,Hotel BP,Brasilia (DF),4,247.62,2020-05-14,990.48,,,,,,,,,,0
47429,460,Campo Grande (MS),Salvador (BH),firstClass,1052.6,1.36,522.34,FlyingDrops,2020-10-12,Hotel K,Salvador (BH),1,263.41,2020-12-10,263.41,,,,,,,,,,0
130999,1288,Florianopolis (SC),Sao Paulo (SP),premium,554.87,1.46,562.14,CloudFy,2022-08-18,Hotel AF,Sao Paulo (SP),2,139.1,2022-08-18,278.2,,,,,,,,,,0
134691,1324,Florianopolis (SC),Natal (RN),economic,726.95,1.84,709.37,CloudFy,2020-02-27,Hotel BD,Natal (RN),2,242.88,2020-02-27,485.76,East Angela,Joshuabury,Sedan,Hertz,3.0,443.0,Prepaid,Confirmed,4974.0,1
14556,146,Brasilia (DF),Sao Paulo (SP),economic,538.95,0.67,257.81,CloudFy,2020-05-03,Hotel AF,Sao Paulo (SP),1,139.1,2020-03-05,139.1,Nicholsonland,New Alexanderhaven,Luxury,Sixt,2.0,206.0,Partial,Confirmed,5265.0,1
11684,115,Aracaju (SE),Natal (RN),economic,332.1,0.46,176.33,CloudFy,2019-05-12,Hotel BD,Natal (RN),3,242.88,2019-12-05,728.64,,,,,,,,,,0
125719,1242,Florianopolis (SC),Natal (RN),economic,726.95,1.84,709.37,CloudFy,2019-03-10,Hotel BD,Natal (RN),3,242.88,2019-10-03,728.64,,,,,,,,,,0
40494,390,Recife (PE),Campo Grande (MS),firstClass,1110.76,1.39,535.4,CloudFy,2021-03-25,Hotel BW,Campo Grande (MS),2,60.39,2021-03-25,120.78,,,,,,,,,,0
41231,400,Brasilia (DF),Florianopolis (SC),economic,889.07,1.66,637.56,Rainbow,2020-02-07,Hotel A,Florianopolis (SC),1,313.02,2020-07-02,313.02,West Kimberly,Nathanfort,Sedan,Avis,2.0,293.0,Prepaid,Confirmed,3407.0,1
6087,61,Aracaju (SE),Campo Grande (MS),firstClass,1387.89,1.69,650.1,Rainbow,2020-04-23,Hotel BW,Campo Grande (MS),4,60.39,2020-04-23,241.56,Jamesshire,West Jennifer,Luxury,Sixt,5.0,274.0,Prepaid,Cancelled,7059.0,1
65084,633,Campo Grande (MS),Rio de Janeiro (RJ),firstClass,1614.7,2.09,806.48,CloudFy,2022-02-17,Hotel CB,Rio de Janeiro (RJ),1,165.99,2022-02-17,165.99,,,,,,,,,,0
135742,1335,Florianopolis (SC),Sao Paulo (SP),firstClass,762.89,1.46,562.14,FlyingDrops,2021-04-15,Hotel AF,Sao Paulo (SP),3,139.1,2021-04-15,417.3,,,,,,,,,,0
27288,262,Brasilia (DF),Florianopolis (SC),economic,884.94,1.66,637.56,CloudFy,2021-02-18,Hotel A,Florianopolis (SC),1,313.02,2021-02-18,313.02,,,,,,,,,,0
76647,745,Aracaju (SE),Salvador (BH),economic,943.36,2.16,830.86,Rainbow,2020-10-15,Hotel K,Salvador (BH),2,263.41,2020-10-15,526.82,,,,,,,,,,0
111064,1101,Florianopolis (SC),Recife (PE),firstClass,1300.6,1.76,676.53,CloudFy,2020-11-19,Hotel AU,Recife (PE),1,312.83,2020-11-19,312.83,West Troyton,Pamelaside,Hatchback,Hertz,1.0,202.0,Prepaid,Cancelled,1877.0,1
53731,519,Campo Grande (MS),Salvador (BH),firstClass,1149.38,1.36,522.34,CloudFy,2020-08-27,Hotel K,Salvador (BH),3,263.41,2020-08-27,790.23,,,,,,,,,,0
94709,935,Florianopolis (SC),Salvador (BH),premium,1311.38,2.44,937.77,CloudFy,2022-04-08,Hotel K,Salvador (BH),3,263.41,2022-08-04,790.23,New Jennifermouth,East Jenniferburgh,SUV,Enterprise,4.0,196.0,Full-to-Full,Pending,3138.0,1
116375,1154,Florianopolis (SC),Natal (RN),firstClass,1315.27,1.84,709.37,CloudFy,2020-10-12,Hotel BD,Natal (RN),4,242.88,2020-12-10,971.52,,,,,,,,,,0
19586,191,Aracaju (SE),Salvador (BH),firstClass,1714.75,2.16,830.86,FlyingDrops,2021-07-01,Hotel K,Salvador (BH),1,263.41,2021-01-07,263.41,,,,,,,,,,0
82749,808,Sao Paulo (SP),Campo Grande (MS),premium,447.53,0.44,168.22,CloudFy,2021-08-26,Hotel BW,Campo Grande (MS),1,60.39,2021-08-26,60.39,,,,,,,,,,0
32727,314,Recife (PE),Natal (RN),economic,360.22,0.58,222.67,Rainbow,2022-02-24,Hotel BD,Natal (RN),2,242.88,2022-02-24,485.76,,,,,,,,,,0
19480,190,Brasilia (DF),Sao Paulo (SP),premium,750.0,0.67,257.81,Rainbow,2019-09-26,Hotel AF,Sao Paulo (SP),3,139.1,2019-09-26,417.3,New Sierrafort,Moorefort,Hatchback,Hertz,1.0,313.0,Full-to-Full,Pending,2796.0,1
60339,584,Campo Grande (MS),Rio de Janeiro (RJ),premium,1328.88,2.09,806.48,Rainbow,2020-01-23,Hotel CB,Rio de Janeiro (RJ),4,165.99,2020-01-23,663.96,Taylorstad,East John,Luxury,Budget,4.0,183.0,Prepaid,Pending,5087.0,1
100041,993,Florianopolis (SC),Sao Paulo (SP),firstClass,693.51,1.46,562.14,CloudFy,2020-06-18,Hotel AF,Sao Paulo (SP),3,139.1,2020-06-18,417.3,East Jamesberg,Foleyland,Sedan,Avis,1.0,273.0,Partial,Confirmed,3126.0,1
109498,1085,Florianopolis (SC),Aracaju (SE),firstClass,1574.28,2.1,808.85,FlyingDrops,2022-02-17,Hotel Z,Aracaju (SE),1,208.04,2022-02-17,208.04,Port Gregoryberg,Hinesborough,SUV,Avis,1.0,73.0,Prepaid,Cancelled,1381.0,1
26609,256,Recife (PE),Natal (RN),economic,360.22,0.58,222.67,Rainbow,2020-01-16,Hotel BD,Natal (RN),3,242.88,2020-01-16,728.64,,,,,,,,,,0
2907,25,Aracaju (SE),Recife (PE),firstClass,1124.11,1.44,555.74,CloudFy,2021-03-06,Hotel AU,Recife (PE),1,312.83,2021-06-03,312.83,,,,,,,,,,0
51151,498,Campo Grande (MS),Brasilia (DF),firstClass,870.91,0.72,277.7,Rainbow,2020-06-18,Hotel BP,Brasilia (DF),4,247.62,2020-06-18,990.48,,,,,,,,,,0
95579,943,Florianopolis (SC),Salvador (BH),premium,1367.88,2.44,937.77,Rainbow,2020-10-15,Hotel K,Salvador (BH),1,263.41,2020-10-15,263.41,East Tracy,Christinamouth,Sedan,Hertz,3.0,281.0,Full-to-Full,Confirmed,3336.0,1
96637,956,Florianopolis (SC),Brasilia (DF),firstClass,1127.36,1.66,637.56,CloudFy,2020-09-24,Hotel BP,Brasilia (DF),3,247.62,2020-09-24,742.86,New Robertberg,North Marcusville,Luxury,Enterprise,3.0,236.0,Full-to-Full,Pending,5983.0,1
10790,107,Aracaju (SE),Natal (RN),premium,535.95,0.46,176.33,CloudFy,2022-04-14,Hotel BD,Natal (RN),4,242.88,2022-04-14,971.52,,,,,,,,,,0
4175,41,Brasilia (DF),Natal (RN),premium,1107.52,1.43,550.69,Rainbow,2021-06-24,Hotel BD,Natal (RN),4,242.88,2021-06-24,971.52,New Elizabethhaven,East Deniseburgh,Sedan,Enterprise,3.0,400.0,Prepaid,Cancelled,4553.0,1
132230,1302,Florianopolis (SC),Rio de Janeiro (RJ),economic,317.08,1.21,466.3,Rainbow,2022-05-26,Hotel CB,Rio de Janeiro (RJ),3,165.99,2022-05-26,497.97,,,,,,,,,,0
97563,965,Florianopolis (SC),Salvador (BH),economic,915.02,2.44,937.77,Rainbow,2020-02-04,Hotel K,Salvador (BH),1,263.41,2020-04-02,263.41,Ninamouth,South Seanville,SUV,Enterprise,2.0,138.0,Partial,Confirmed,2274.0,1
133813,1317,Florianopolis (SC),Brasilia (DF),firstClass,1097.17,1.66,637.56,FlyingDrops,2021-08-07,Hotel BP,Brasilia (DF),2,247.62,2021-07-08,495.24,,,,,,,,,,0
113523,1127,Florianopolis (SC),Campo Grande (MS),premium,697.65,1.49,573.81,CloudFy,2021-07-15,Hotel BW,Campo Grande (MS),4,60.39,2021-07-15,241.56,Wolfberg,East Michaelberg,SUV,Avis,5.0,431.0,Prepaid,Confirmed,6056.0,1
130415,1283,Florianopolis (SC),Brasilia (DF),firstClass,1097.17,1.66,637.56,FlyingDrops,2019-09-26,Hotel BP,Brasilia (DF),4,247.62,2019-09-26,990.48,,,,,,,,,,0
96587,956,Florianopolis (SC),Aracaju (SE),premium,1248.7,2.1,808.85,Rainbow,2019-10-10,Hotel Z,Aracaju (SE),4,208.04,2019-10-10,832.16,Walkerburgh,South Julia,SUV,Budget,3.0,135.0,Partial,Pending,2319.0,1
59343,575,Campo Grande (MS),Florianopolis (SC),firstClass,1446.34,1.49,573.81,CloudFy,2022-11-17,Hotel A,Florianopolis (SC),2,313.02,2022-11-17,626.04,Rodriguezshire,South Jenniferchester,Hatchback,Avis,3.0,452.0,Partial,Pending,4000.0,1
27750,266,Aracaju (SE),Natal (RN),firstClass,577.71,0.46,176.33,FlyingDrops,2019-05-12,Hotel BD,Natal (RN),3,242.88,2019-12-05,728.64,Robertoshire,Port Kenneth,Hatchback,Enterprise,4.0,263.0,Partial,Pending,2553.0,1
38828,372,Aracaju (SE),Rio de Janeiro (RJ),firstClass,1190.94,1.55,597.61,FlyingDrops,2020-07-16,Hotel CB,Rio de Janeiro (RJ),1,165.99,2020-07-16,165.99,,,,,,,,,,0
78300,760,Aracaju (SE),Rio de Janeiro (RJ),premium,1007.72,1.55,597.61,CloudFy,2021-11-03,Hotel CB,Rio de Janeiro (RJ),1,165.99,2021-03-11,165.99,,,,,,,,,,0
110000,1090,Florianopolis (SC),Brasilia (DF),premium,814.55,1.66,637.56,Rainbow,2020-04-16,Hotel BP,Brasilia (DF),2,247.62,2020-04-16,495.24,South Claytonmouth,South Chadland,SUV,Budget,5.0,65.0,Partial,Confirmed,1673.0,1
94877,936,Florianopolis (SC),Campo Grande (MS),economic,544.86,1.49,573.81,Rainbow,2022-09-22,Hotel BW,Campo Grande (MS),2,60.39,2022-09-22,120.78,,,,,,,,,,0
42657,416,Aracaju (SE),Recife (PE),premium,875.41,1.44,555.74,Rainbow,2019-09-26,Hotel AU,Recife (PE),1,312.83,2019-09-26,312.83,,,,,,,,,,0
117826,1166,Florianopolis (SC),Brasilia (DF),premium,885.37,1.66,637.56,CloudFy,2021-01-14,Hotel BP,Brasilia (DF),3,247.62,2021-01-14,742.86,,,,,,,,,,0
53107,514,Campo Grande (MS),Natal (RN),firstClass,778.01,0.65,250.68,Rainbow,2020-10-09,Hotel BD,Natal (RN),3,242.88,2020-09-10,728.64,,,,,,,,,,0
