Departure,Arrival,flightType,Flight_price,Flight_duration,Flight_Distance,Flight_agency,Departure_date,Hotel_Name,Arrival_place,Hotel_stay,Hotel_per_day_price,Check_in,Hotel_TotalPrice,pickupLocation,dropoffLocation,carType,rentalAgency,rentalDuration,Car_total_distance,fuelPolicy,Car_bookingStatus,total_rent_price
4,8,0,583.17,0.85,327.55,2,37,1,8,1,139.1,19,139.1,2607,2406,0,0,4.0,169.0,2,2,1769.0
5,3,0,761.2,1.76,676.53,0,1,0,3,2,313.02,10,626.04,593,2018,2,2,4.0,274.0,1,0,4098.0
2,1,2,691.99,0.72,277.7,2,71,4,1,2,247.62,70,495.24,1860,1347,2,2,2.0,308.0,2,2,4321.0
3,1,0,555.01,1.66,637.56,2,133,4,1,1,247.62,149,247.62,495,1414,2,4,4.0,408.0,1,1,5699.0
0,2,0,743.54,1.69,650.1,2,77,5,2,3,60.39,77,181.17,2149,1143,0,4,2.0,94.0,0,2,1073.0
3,2,1,857.32,1.49,573.81,2,80,5,2,2,60.39,75,120.78,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,0,1,1574.28,2.1,808.85,1,62,8,0,1,208.04,24,208.04,2317,1906,3,2,5.0,481.0,0,1,5498.0
3,4,0,780.68,1.84,709.37,2,60,3,4,2,242.88,60,485.76,2583,2932,3,3,5.0,302.0,2,1,3704.0
5,7,0,842.11,2.05,788.55,0,101,7,7,2,263.41,102,526.82,2576,1064,0,4,1.0,80.0,1,1,916.0
3,2,1,930.34,1.49,573.81,1,73,5,2,4,60.39,114,241.56,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,5,0,695.3,1.76,676.53,2,163,2,5,3,312.83,161,938.49,119,2176,1,1,2.0,214.0,2,0,5405.0
1,5,2,568.38,0.63,242.21,0,94,2,5,1,312.83,94,312.83,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,0,2,1149.53,2.1,808.85,0,43,8,0,2,208.04,43,416.08,1877,602,1,1,2.0,180.0,2,0,4736.0
5,4,1,633.71,0.58,222.67,1,21,3,4,1,242.88,20,242.88,3347,3335,4,5,3.0,277.0,3,3,3713.0
4,2,1,855.82,0.65,250.68,2,103,5,2,3,60.39,103,181.17,2248,1318,2,2,1.0,132.0,1,0,2092.0
5,2,2,832.77,1.39,535.4,2,122,5,2,1,60.39,121,60.39,271,2194,0,3,3.0,210.0,2,2,2077.0
1,3,1,1576.97,1.66,637.56,2,28,0,3,1,313.02,36,313.02,3347,3335,4,5,3.0,277.0,3,3,3713.0
1,4,1,1433.35,1.43,550.69,1,89,3,4,2,242.88,84,485.76,1697,2754,2,4,4.0,293.0,2,2,4297.0
0,5,2,835.21,1.44,555.74,0,51,2,5,1,312.83,41,312.83,3347,3335,4,5,3.0,277.0,3,3,3713.0
4,1,0,686.79,1.43,550.69,2,59,4,1,2,247.62,37,495.24,1972,280,1,1,2.0,118.0,0,0,3486.0
3,5,2,1013.4,1.76,676.53,2,79,2,5,2,312.83,71,625.66,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,4,1,1315.27,1.84,709.37,0,49,3,4,4,242.88,15,971.52,552,573,3,0,1.0,412.0,2,2,4500.0
2,5,0,659.43,1.39,535.4,0,146,2,5,1,312.83,145,312.83,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,0,1,1574.28,2.1,808.85,1,38,8,0,2,208.04,45,416.08,3132,257,0,3,2.0,451.0,0,0,3942.0
3,4,0,726.95,1.84,709.37,0,148,3,4,4,242.88,147,971.52,1744,427,3,2,2.0,369.0,2,1,4145.0
0,6,2,930.12,1.55,597.61,2,58,6,6,2,165.99,57,331.98,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,8,1,693.51,1.46,562.14,0,143,1,8,1,139.1,143,139.1,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,1,1,1127.36,1.66,637.56,0,105,4,1,2,247.62,105,495.24,2223,3155,1,0,5.0,200.0,2,1,5570.0
3,4,2,1128.51,1.84,709.37,0,5,3,4,1,242.88,3,242.88,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,2,0,544.86,1.49,573.81,2,3,5,2,4,60.39,0,241.56,3347,3335,4,5,3.0,277.0,3,3,3713.0
1,7,2,1346.6,1.76,676.56,0,46,7,7,4,263.41,46,1053.64,1016,673,2,2,2.0,50.0,1,0,1225.0
4,1,1,1300.53,1.43,550.69,0,109,4,1,4,247.62,109,990.48,3347,3335,4,5,3.0,277.0,3,3,3713.0
4,2,2,748.52,0.65,250.68,0,115,5,2,3,60.39,98,181.17,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,0,1,1468.03,2.1,808.85,0,62,8,0,1,208.04,24,208.04,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,2,1,949.58,1.49,573.81,0,24,5,2,2,60.39,49,120.78,2733,2842,1,3,2.0,277.0,1,1,6651.0
1,2,1,1096.58,0.72,277.7,0,24,5,2,1,60.39,49,60.39,1042,757,3,3,2.0,77.0,2,0,1248.0
0,4,0,332.1,0.46,176.33,0,3,3,4,1,242.88,0,242.88,1425,1587,0,4,2.0,396.0,0,1,3496.0
1,6,1,539.39,0.48,183.37,1,127,6,6,4,165.99,123,663.96,1982,1875,0,3,5.0,224.0,0,2,2260.0
2,4,1,749.85,0.65,250.68,1,15,3,4,2,242.88,16,485.76,3347,3335,4,5,3.0,277.0,3,3,3713.0
0,4,2,535.95,0.46,176.33,0,102,3,4,3,242.88,115,728.64,779,2779,1,2,5.0,361.0,2,2,8798.0
2,5,1,1244.73,1.39,535.4,0,77,2,5,1,312.83,77,312.83,981,2700,1,2,4.0,376.0,1,0,8952.0
3,6,1,585.77,1.21,466.3,0,6,6,6,1,165.99,4,165.99,1725,1283,1,4,2.0,244.0,2,1,5994.0
3,2,1,857.32,1.49,573.81,2,84,5,2,3,60.39,83,181.17,1219,459,2,3,2.0,303.0,1,0,4235.0
0,5,2,835.21,1.44,555.74,0,60,2,5,2,312.83,60,625.66,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,4,1,1385.49,1.84,709.37,2,118,3,4,1,242.88,118,242.88,3347,3335,4,5,3.0,277.0,3,3,3713.0
0,3,1,1582.41,2.1,808.85,2,73,0,3,2,313.02,114,626.04,3347,3335,4,5,3.0,277.0,3,3,3713.0
0,1,1,957.68,1.11,425.98,0,104,4,1,1,247.62,104,247.62,1554,2926,3,1,1.0,227.0,1,2,2683.0
3,2,2,697.65,1.49,573.81,0,24,5,2,3,60.39,49,181.17,272,1217,1,3,2.0,390.0,1,1,8920.0
2,7,1,1052.6,1.36,522.34,1,78,7,7,3,263.41,78,790.23,3347,3335,4,5,3.0,277.0,3,3,3713.0
0,7,0,943.36,2.16,830.86,2,65,7,7,4,263.41,65,1053.64,3347,3335,4,5,3.0,277.0,3,3,3713.0
5,0,0,663.23,1.44,555.74,2,87,8,0,3,208.04,86,624.12,3347,3335,4,5,3.0,277.0,3,3,3713.0
2,5,1,1185.95,1.39,535.4,2,121,2,5,2,312.83,120,625.66,135,146,0,3,4.0,201.0,1,1,2023.0
3,0,2,1149.53,2.1,808.85,0,111,8,0,1,208.04,76,208.04,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,0,2,1248.7,2.1,808.85,2,103,8,0,4,208.04,103,832.16,3347,3335,4,5,3.0,277.0,3,3,3713.0
2,7,2,834.61,1.36,522.34,2,136,7,7,1,263.41,135,263.41,3347,3335,4,5,3.0,277.0,3,3,3713.0
2,5,0,674.16,1.39,535.4,2,63,2,5,1,312.83,59,312.83,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,8,1,693.51,1.46,562.14,0,148,1,8,4,139.1,147,556.4,877,2294,1,2,4.0,441.0,2,1,10238.0
0,7,1,1714.75,2.16,830.86,1,50,7,7,1,263.41,28,263.41,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,4,0,780.68,1.84,709.37,2,5,3,4,4,242.88,3,971.52,3347,3335,4,5,3.0,277.0,3,3,3713.0
1,4,1,1313.76,1.43,550.69,0,44,3,4,2,242.88,44,485.76,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,5,2,1013.4,1.76,676.53,2,35,2,5,1,312.83,34,312.83,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,4,2,1114.55,1.84,709.37,2,45,3,4,2,242.88,54,485.76,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,6,1,549.55,1.21,466.3,2,32,6,6,4,165.99,23,663.96,3347,3335,4,5,3.0,277.0,3,3,3713.0
2,3,0,808.63,1.49,573.81,0,158,0,3,2,313.02,124,626.04,3347,3335,4,5,3.0,277.0,3,3,3713.0
2,5,1,1262.23,1.39,535.4,1,85,2,5,4,312.83,97,1251.32,3347,3335,4,5,3.0,277.0,3,3,3713.0
2,6,1,1609.81,2.09,806.48,1,3,6,6,2,165.99,0,331.98,1537,2895,0,2,4.0,136.0,2,1,1534.0
1,6,1,649.64,0.48,183.37,0,84,6,6,2,165.99,83,331.98,29,123,0,1,4.0,193.0,0,0,1956.0
1,5,1,804.24,0.63,242.21,0,79,2,5,3,312.83,71,938.49,3347,3335,4,5,3.0,277.0,3,3,3713.0
5,8,1,954.78,1.26,486.52,1,5,1,8,3,139.1,3,417.3,3347,3335,4,5,3.0,277.0,3,3,3713.0
5,2,2,832.77,1.39,535.4,2,101,5,2,1,60.39,102,60.39,3347,3335,4,5,3.0,277.0,3,3,3713.0
2,3,2,1030.13,1.49,573.81,2,65,0,3,3,313.02,65,939.06,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,5,0,674.52,1.76,676.53,0,173,2,5,3,312.83,174,938.49,2441,2171,1,4,2.0,106.0,0,2,3252.0
3,1,0,555.01,1.66,637.56,2,24,4,1,2,247.62,49,495.24,3347,3335,4,5,3.0,277.0,3,3,3713.0
0,1,1,959.29,1.11,425.98,2,28,4,1,4,247.62,36,990.48,3347,3335,4,5,3.0,277.0,3,3,3713.0
1,4,0,726.19,1.43,550.69,2,110,3,4,3,242.88,72,728.64,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,8,2,554.87,1.46,562.14,0,70,1,8,4,139.1,69,556.4,2657,1800,0,4,4.0,297.0,1,1,2798.0
2,0,0,877.56,1.69,650.1,2,85,8,0,3,208.04,97,624.12,3347,3335,4,5,3.0,277.0,3,3,3713.0
2,1,0,506.56,0.72,277.7,0,103,4,1,1,247.62,103,247.62,409,47,2,4,4.0,80.0,0,1,1755.0
0,8,1,752.27,1.02,392.76,2,43,1,8,2,139.1,43,278.2,3347,3335,4,5,3.0,277.0,3,3,3713.0
5,0,1,1181.19,1.44,555.74,2,2,8,0,2,208.04,6,416.08,160,1010,1,1,5.0,246.0,0,0,6518.0
4,0,1,611.4,0.46,176.33,2,41,8,0,3,208.04,32,624.12,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,0,0,819.41,2.1,808.85,2,114,8,0,3,208.04,113,624.12,2688,1740,1,2,4.0,324.0,0,0,7896.0
3,6,1,624.89,1.21,466.3,1,64,6,6,4,165.99,64,663.96,1770,3255,1,2,5.0,134.0,1,0,4276.0
2,8,1,620.16,0.44,168.22,0,123,1,8,2,139.1,122,278.2,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,7,2,1367.88,2.44,937.77,2,104,7,7,3,263.41,104,790.23,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,0,0,879.1,2.1,808.85,0,1,8,0,2,208.04,10,416.08,3216,2038,2,3,3.0,434.0,2,0,5911.0
3,8,0,426.91,1.46,562.14,0,23,1,8,3,139.1,22,417.3,3317,1226,1,4,5.0,182.0,2,1,5211.0
3,8,0,426.91,1.46,562.14,0,39,1,8,3,139.1,38,417.3,2086,2935,1,0,3.0,170.0,2,0,4696.0
6,6,1,1092.94,0.86,331.89,0,26,6,6,3,165.99,25,497.97,3347,3335,4,5,3.0,277.0,3,3,3713.0
2,6,1,1609.81,2.09,806.48,1,97,6,6,4,165.99,80,663.96,1367,2951,1,1,3.0,445.0,2,1,10189.0
3,2,2,697.65,1.49,573.81,0,118,5,2,4,60.39,118,241.56,3347,3335,4,5,3.0,277.0,3,3,3713.0
0,5,0,602.49,1.44,555.74,2,31,2,5,3,312.83,31,938.49,3347,3335,4,5,3.0,277.0,3,3,3713.0
1,7,0,958.15,1.76,676.56,0,60,7,7,1,263.41,60,263.41,2373,2704,0,3,4.0,61.0,1,0,916.0
0,1,2,706.36,1.11,425.98,2,136,4,1,3,247.62,135,742.86,2278,2240,2,2,2.0,349.0,2,0,4814.0
3,5,2,1013.4,1.76,676.53,2,54,2,5,2,312.83,50,625.66,1618,359,2,0,5.0,162.0,2,0,2817.0
4,1,0,697.51,1.43,550.69,0,80,4,1,2,247.62,75,495.24,3347,3335,4,5,3.0,277.0,3,3,3713.0
1,4,1,1433.35,1.43,550.69,1,125,3,4,4,242.88,125,971.52,1939,3094,3,3,2.0,264.0,2,2,3090.0
3,0,1,1574.28,2.1,808.85,1,147,8,0,3,208.04,146,624.12,698,1870,1,0,1.0,201.0,1,1,4998.0
1,0,0,721.2,1.11,425.98,2,71,8,0,3,208.04,70,624.12,1769,1810,3,2,3.0,399.0,0,2,4515.0
3,8,2,577.76,1.46,562.14,2,83,1,8,2,139.1,82,278.2,3347,3335,4,5,3.0,277.0,3,3,3713.0
0,3,0,852.18,2.1,808.85,2,101,0,3,3,313.02,102,939.06,3347,3335,4,5,3.0,277.0,3,3,3713.0
0,7,2,1288.79,2.16,830.86,0,33,7,7,1,263.41,58,263.41,1764,3189,2,3,1.0,480.0,0,0,6273.0
0,5,1,1124.11,1.44,555.74,0,63,2,5,4,312.83,59,1251.32,3347,3335,4,5,3.0,277.0,3,3,3713.0
5,6,1,1612.39,2.3,885.57,0,10,6,6,2,165.99,9,331.98,3347,3335,4,5,3.0,277.0,3,3,3713.0
2,6,1,1754.17,2.09,806.48,2,49,6,6,2,165.99,15,331.98,3347,3335,4,5,3.0,277.0,3,3,3713.0
1,3,1,1569.65,1.66,637.56,1,31,0,3,3,313.02,31,939.06,1115,2074,3,3,3.0,124.0,0,1,1790.0
4,6,0,755.71,1.55,595.03,2,36,6,6,2,165.99,35,331.98,1087,907,3,1,4.0,183.0,1,2,2448.0
0,6,2,930.12,1.55,597.61,2,156,6,6,3,165.99,156,497.97,763,325,0,4,3.0,382.0,2,2,3421.0
3,8,0,427.0,1.46,562.14,2,109,1,8,3,139.1,109,417.3,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,8,0,426.91,1.46,562.14,0,0,1,8,4,139.1,1,556.4,1033,2830,2,2,2.0,319.0,0,0,4432.0
3,6,1,549.55,1.21,466.3,2,194,6,6,1,165.99,193,165.99,3347,3335,4,5,3.0,277.0,3,3,3713.0
4,8,0,623.33,0.85,327.55,0,10,1,8,2,139.1,9,278.2,3042,2219,2,4,3.0,430.0,0,2,5850.0
0,6,1,1189.86,1.55,597.61,2,42,6,6,4,165.99,42,663.96,1024,1333,3,4,5.0,437.0,2,2,5061.0
1,2,2,851.15,0.72,277.7,2,63,5,2,4,60.39,59,241.56,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,2,0,544.86,1.49,573.81,2,110,5,2,3,60.39,72,181.17,3347,3335,4,5,3.0,277.0,3,3,3713.0
0,2,0,743.54,1.69,650.1,2,10,5,2,4,60.39,9,241.56,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,4,1,1315.27,1.84,709.37,0,154,3,4,3,242.88,141,728.64,2531,3266,0,3,3.0,233.0,1,1,2233.0
3,7,2,1367.88,2.44,937.77,2,181,7,7,4,263.41,188,1053.64,474,2567,3,2,3.0,484.0,1,1,5362.0
2,3,2,1031.59,1.49,573.81,0,22,0,3,4,313.02,21,1252.08,3347,3335,4,5,3.0,277.0,3,3,3713.0
1,5,1,804.24,0.63,242.21,0,23,2,5,1,312.83,22,312.83,1977,1658,3,4,2.0,389.0,1,0,4375.0
5,3,1,1434.38,1.76,676.53,1,121,0,3,2,313.02,120,626.04,3347,3335,4,5,3.0,277.0,3,3,3713.0
1,2,2,831.7,0.72,277.7,0,61,5,2,2,60.39,61,120.78,3347,3335,4,5,3.0,277.0,3,3,3713.0
5,4,0,360.22,0.58,222.67,2,18,3,4,2,242.88,14,485.76,824,2456,2,0,2.0,418.0,2,2,5623.0
3,4,1,1348.79,1.84,709.37,1,71,3,4,4,242.88,70,971.52,3347,3335,4,5,3.0,277.0,3,3,3713.0
2,4,0,467.6,0.65,250.68,0,65,3,4,4,242.88,65,971.52,491,3311,3,1,1.0,431.0,1,0,4723.0
3,0,0,819.41,2.1,808.85,2,133,8,0,2,208.04,149,416.08,3347,3335,4,5,3.0,277.0,3,3,3713.0
0,3,1,1499.93,2.1,808.85,1,82,0,3,1,313.02,81,313.02,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,6,1,585.77,1.21,466.3,0,49,6,6,2,165.99,15,331.98,1409,2,1,1,3.0,394.0,0,2,9173.0
6,3,1,1718.28,1.46,562.14,2,110,0,3,4,313.02,72,1252.08,3347,3335,4,5,3.0,277.0,3,3,3713.0
1,0,2,987.07,1.11,425.98,0,58,8,0,2,208.04,57,416.08,2235,232,3,1,4.0,207.0,2,2,2694.0
6,7,0,793.27,1.04,401.66,0,27,7,7,4,263.41,26,1053.64,1180,297,3,3,4.0,151.0,0,1,2136.0
2,8,0,375.51,0.44,168.22,0,60,1,8,1,139.1,60,139.1,3347,3335,4,5,3.0,277.0,3,3,3713.0
1,4,1,1434.91,1.43,550.69,2,1,3,4,4,242.88,10,971.52,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,8,1,762.89,1.46,562.14,1,36,1,8,3,139.1,35,417.3,3347,3335,4,5,3.0,277.0,3,3,3713.0
0,1,1,959.29,1.11,425.98,2,28,4,1,4,247.62,36,990.48,1076,1298,2,4,5.0,412.0,1,0,5806.0
4,0,1,576.66,0.46,176.33,0,159,8,0,3,208.04,128,624.12,540,2948,0,2,1.0,462.0,2,1,3986.0
0,1,1,898.04,1.11,425.98,1,71,4,1,1,247.62,70,247.62,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,8,1,738.8,1.46,562.14,2,88,1,8,2,139.1,87,278.2,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,7,2,1367.88,2.44,937.77,2,108,7,7,2,263.41,108,526.82,3124,2504,3,3,5.0,418.0,2,1,4854.0
5,3,1,1434.38,1.76,676.53,1,71,0,3,4,313.02,70,1252.08,3347,3335,4,5,3.0,277.0,3,3,3713.0
6,0,1,1159.84,1.02,392.76,2,60,8,0,3,208.04,60,624.12,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,8,0,427.0,1.46,562.14,2,13,1,8,3,139.1,13,417.3,2106,3327,1,2,5.0,337.0,1,2,8311.0
3,7,0,915.02,2.44,937.77,2,17,7,7,4,263.41,18,1053.64,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,4,1,1385.49,1.84,709.37,2,13,3,4,3,242.88,13,728.64,3347,3335,4,5,3.0,277.0,3,3,3713.0
0,2,2,1021.53,1.69,650.1,0,43,5,2,1,60.39,43,60.39,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,7,2,1311.38,2.44,937.77,0,117,7,7,4,263.41,117,1053.64,1715,2587,1,2,4.0,422.0,1,1,9861.0
3,8,2,554.87,1.46,562.14,0,36,1,8,4,139.1,35,556.4,3347,3335,4,5,3.0,277.0,3,3,3713.0
0,6,1,1183.57,1.55,597.61,0,77,6,6,1,165.99,77,165.99,974,164,0,0,2.0,313.0,2,2,2843.0
3,8,1,738.8,1.46,562.14,2,20,1,8,4,139.1,40,556.4,474,2450,2,3,1.0,226.0,2,2,3233.0
6,6,0,625.5,0.86,331.89,2,67,6,6,4,165.99,79,663.96,2675,196,1,3,4.0,439.0,1,1,10215.0
5,1,0,393.68,0.63,242.21,0,84,4,1,2,247.62,83,495.24,3347,3335,4,5,3.0,277.0,3,3,3713.0
2,1,2,661.32,0.72,277.7,0,18,4,1,1,247.62,14,247.62,2893,266,2,3,4.0,270.0,2,1,4022.0
3,1,2,885.37,1.66,637.56,0,127,4,1,1,247.62,123,247.62,3347,3335,4,5,3.0,277.0,3,3,3713.0
6,7,0,793.27,1.04,401.66,0,55,7,7,4,263.41,63,1053.64,1993,738,2,0,5.0,499.0,2,2,6871.0
2,8,2,536.98,0.44,168.22,0,25,1,8,4,139.1,62,556.4,3347,3335,4,5,3.0,277.0,3,3,3713.0
2,5,1,1185.95,1.39,535.4,2,33,2,5,4,312.83,58,1251.32,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,1,1,1097.17,1.66,637.56,1,129,4,1,4,247.62,162,990.48,3313,668,3,2,3.0,500.0,1,1,5547.0
3,8,1,693.51,1.46,562.14,0,45,1,8,2,139.1,54,278.2,3347,3335,4,5,3.0,277.0,3,3,3713.0
4,1,2,919.89,1.43,550.69,2,76,4,1,2,247.62,88,495.24,3347,3335,4,5,3.0,277.0,3,3,3713.0
4,5,1,744.11,0.58,222.67,0,21,2,5,4,312.83,20,1251.32,3345,1198,1,1,2.0,259.0,1,2,6298.0
2,1,1,847.83,0.72,277.7,1,73,4,1,3,247.62,114,742.86,1466,2186,0,0,2.0,198.0,2,2,1917.0
2,3,1,1310.32,1.49,573.81,1,115,0,3,2,313.02,98,626.04,204,1079,3,2,3.0,307.0,0,1,3599.0
6,7,2,1118.61,1.04,401.66,0,5,7,7,1,263.41,3,263.41,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,1,0,555.01,1.66,637.56,2,91,4,1,4,247.62,91,990.48,3347,3335,4,5,3.0,277.0,3,3,3713.0
0,7,0,964.83,2.16,830.86,0,139,7,7,3,263.41,139,790.23,2701,1443,3,0,4.0,442.0,0,0,5041.0
3,2,1,857.32,1.49,573.81,2,98,5,2,2,60.39,93,120.78,3347,3335,4,5,3.0,277.0,3,3,3713.0
0,4,2,427.25,0.46,176.33,2,8,3,4,2,242.88,7,485.76,3347,3335,4,5,3.0,277.0,3,3,3713.0
1,8,0,533.8,0.67,257.81,2,89,1,8,1,139.1,84,139.1,3347,3335,4,5,3.0,277.0,3,3,3713.0
2,6,1,1609.81,2.09,806.48,1,8,6,6,4,165.99,7,663.96,3325,865,1,3,5.0,467.0,2,1,10919.0
3,5,0,674.52,1.76,676.53,0,4,2,5,2,312.83,2,625.66,3347,3335,4,5,3.0,277.0,3,3,3713.0
6,3,2,1367.6,1.46,562.14,2,105,0,3,4,313.02,105,1252.08,860,1592,3,4,5.0,138.0,1,0,2076.0
1,5,1,804.24,0.63,242.21,0,105,2,5,4,312.83,105,1251.32,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,7,1,1630.75,2.44,937.77,2,123,7,7,3,263.41,122,790.23,729,218,2,4,1.0,405.0,2,0,5392.0
5,6,1,1611.14,2.3,885.57,2,107,6,6,3,165.99,107,497.97,3347,3335,4,5,3.0,277.0,3,3,3713.0
2,0,0,886.9,1.69,650.1,0,16,8,0,3,208.04,17,624.12,1804,1192,1,1,5.0,411.0,0,1,9798.0
0,4,1,549.96,0.46,176.33,2,76,3,4,3,242.88,88,728.64,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,7,2,1311.38,2.44,937.77,0,68,7,7,1,263.41,92,263.41,2057,1901,0,3,2.0,416.0,0,0,3661.0
1,4,2,1067.3,1.43,550.69,0,29,3,4,1,242.88,29,242.88,3347,3335,4,5,3.0,277.0,3,3,3713.0
1,7,2,1346.6,1.76,676.56,0,145,7,7,1,263.41,132,263.41,3347,3335,4,5,3.0,277.0,3,3,3713.0
2,8,1,644.16,0.44,168.22,2,38,1,8,4,139.1,45,556.4,947,1976,2,4,3.0,96.0,2,2,1871.0
0,7,2,1288.79,2.16,830.86,0,37,7,7,4,263.41,19,1053.64,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,8,2,577.76,1.46,562.14,2,45,1,8,2,139.1,54,278.2,1012,2380,1,0,1.0,387.0,1,0,8709.0
0,8,2,588.14,1.02,392.76,2,45,1,8,1,139.1,54,139.1,3070,2750,1,4,2.0,183.0,0,1,4808.0
0,7,2,1289.05,2.16,830.86,2,46,7,7,1,263.41,46,263.41,3347,3335,4,5,3.0,277.0,3,3,3713.0
0,1,2,755.62,1.11,425.98,0,13,4,1,4,247.62,13,990.48,3347,3335,4,5,3.0,277.0,3,3,3713.0
0,3,0,869.13,2.1,808.85,0,57,0,3,3,313.02,56,939.06,1063,2558,3,1,4.0,146.0,1,2,2057.0
5,4,0,360.22,0.58,222.67,2,86,3,4,3,242.88,85,728.64,3182,1653,0,0,5.0,123.0,1,2,1444.0
2,8,1,620.16,0.44,168.22,0,98,1,8,3,139.1,93,417.3,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,8,1,693.51,1.46,562.14,0,29,1,8,4,139.1,29,556.4,3347,3335,4,5,3.0,277.0,3,3,3713.0
0,4,1,577.71,0.46,176.33,1,127,3,4,4,242.88,123,971.52,1640,936,2,0,4.0,344.0,0,1,4932.0
0,5,1,1124.11,1.44,555.74,0,124,2,5,3,312.83,140,938.49,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,4,1,1315.27,1.84,709.37,0,35,3,4,2,242.88,34,485.76,2159,661,1,0,5.0,284.0,1,1,7256.0
6,5,0,829.91,1.26,486.52,0,15,2,5,2,312.83,16,625.66,1987,2329,1,1,4.0,187.0,0,0,5152.0
1,5,2,559.13,0.63,242.21,2,65,2,5,4,312.83,65,1251.32,2540,2395,1,1,1.0,104.0,0,0,3065.0
5,4,1,628.96,0.58,222.67,2,23,3,4,1,242.88,22,242.88,3347,3335,4,5,3.0,277.0,3,3,3713.0
2,6,2,1363.27,2.09,806.48,0,19,6,6,3,165.99,27,497.97,3347,3335,4,5,3.0,277.0,3,3,3713.0
1,5,1,772.21,0.63,242.21,2,1,2,5,1,312.83,10,312.83,640,1766,0,0,3.0,372.0,0,1,3347.0
3,8,1,693.51,1.46,562.14,0,0,1,8,2,139.1,1,278.2,1451,2340,3,3,5.0,180.0,1,1,2465.0
5,8,2,670.13,1.26,486.52,2,5,1,8,4,139.1,3,556.4,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,2,1,930.34,1.49,573.81,1,51,5,2,1,60.39,41,60.39,3347,3335,4,5,3.0,277.0,3,3,3713.0
5,0,1,1166.1,1.44,555.74,0,52,8,0,3,208.04,51,624.12,3018,1735,0,2,2.0,233.0,0,1,2204.0
0,2,1,1376.09,1.69,650.1,1,53,5,2,3,60.39,52,181.17,3347,3335,4,5,3.0,277.0,3,3,3713.0
2,8,1,684.65,0.44,168.22,1,13,1,8,3,139.1,13,417.3,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,2,1,949.58,1.49,573.81,0,26,5,2,2,60.39,25,120.78,124,3130,2,3,2.0,402.0,1,1,5449.0
2,5,1,1262.23,1.39,535.4,1,8,2,5,3,312.83,7,938.49,2089,2641,2,0,5.0,382.0,2,2,5470.0
0,7,2,1288.79,2.16,830.86,0,43,7,7,1,263.41,43,263.41,3347,3335,4,5,3.0,277.0,3,3,3713.0
0,4,0,332.1,0.46,176.33,0,130,3,4,1,242.88,129,242.88,943,252,0,1,5.0,344.0,2,1,3219.0
1,4,1,1313.76,1.43,550.69,0,140,3,4,2,242.88,119,485.76,3347,3335,4,5,3.0,277.0,3,3,3713.0
0,8,1,752.27,1.02,392.76,2,42,1,8,3,139.1,42,417.3,2963,2933,2,0,2.0,437.0,0,0,5849.0
2,3,0,808.63,1.49,573.81,0,146,0,3,3,313.02,145,939.06,590,3269,2,4,5.0,462.0,1,0,6441.0
2,3,1,1310.32,1.49,573.81,1,62,0,3,3,313.02,24,939.06,2995,1908,2,1,4.0,398.0,1,0,5566.0
5,8,1,883.63,1.26,486.52,0,38,1,8,4,139.1,45,556.4,2268,2203,0,1,2.0,363.0,1,1,3215.0
