travelCode_outbound,User_ID,flightType_outbound,Flight_price_outbound,Flight_agency_outbound,Departure_date_outbound,Departure_outbound,Arrival_outbound,Flight Distance (km)_outbound,Flight Duration (hh:mm)_outbound,Departure Time_outbound,Arrival Time_outbound,flight_number_outbound,travelCode_return,flightType_return,Flight_price_return,Flight_agency_return,Departure_date_return,Departure_return,Arrival_return,Flight Distance (km)_return,Flight Duration (hh:mm)_return,Departure Time_return,Arrival Time_return,flight_number_return
80418,782,firstClass,953.32,Air India,18/02/2021,Hyderabad,Bengaluru,499.26,00:33,13:18,13:51,AI636B,80402,premium,898.46,Air India,29/10/2020,Bengaluru,Hyderabad,499.26,00:33,07:44,08:17,AI289
81052,789,premium,861.9,Akasa Air,16/01/2020,Mysuru,Hyderabad,598.3,00:39,07:12,07:51,QP1315B,81109,economic,488.57,Air India,18/02/2021,Hyderabad,Mysuru,598.3,00:39,19:55,20:34,AI635C
81109,789,economic,488.57,Air India,18/02/2021,Hyderabad,Mysuru,598.3,00:39,19:55,20:34,AI635C,81052,premium,861.9,Akasa Air,16/01/2020,Mysuru,Hyderabad,598.3,00:39,07:12,07:51,QP1315B
81265,791,economic,604.14,IndiGo,23/04/2020,Coimbatore,Diu,1254.52,01:23,22:15,23:38,6E272D,81271,firstClass,1148.78,SpiceJet,06/04/2020,Diu,Coimbatore,1254.52,01:23,12:05,13:28,SG7242
81271,791,firstClass,1148.78,SpiceJet,06/04/2020,Diu,Coimbatore,1254.52,01:23,12:05,13:28,SG7242,81265,economic,604.14,IndiGo,23/04/2020,Coimbatore,Diu,1254.52,01:23,22:15,23:38,6E272D
82000,798,firstClass,727.31,GoAir,03/05/2020,Puducherry,Varanasi,1525.15,01:41,13:58,15:39,G81233C,82158,economic,869.13,Air India,16/03/2023,Varanasi,Puducherry,1525.15,01:41,05:49,07:30,AI329C
82158,798,economic,869.13,Air India,16/03/2023,Varanasi,Puducherry,1525.15,01:41,05:49,07:30,AI329C,82000,firstClass,727.31,GoAir,03/05/2020,Puducherry,Varanasi,1525.15,01:41,13:58,15:39,G81233C
82194,799,premium,755.62,Air India,26/03/2020,Nashik,Mumbai,140.1,00:09,23:58,00:07,AI544B,82289,economic,827.12,SpiceJet,20/01/2022,Mumbai,Nashik,140.1,00:09,07:53,08:02,SG3115
82289,799,economic,827.12,SpiceJet,20/01/2022,Mumbai,Nashik,140.1,00:09,07:53,08:02,SG3115,82194,premium,755.62,Air India,26/03/2020,Nashik,Mumbai,140.1,00:09,23:58,00:07,AI544B
83218,813,firstClass,1192.62,GoAir,11/05/2020,Thiruvananthapuram,Vijayawada,977.99,01:05,21:27,22:32,G81600B,83261,economic,943.36,SpiceJet,09/02/2021,Vijayawada,Thiruvananthapuram,977.99,01:05,17:21,18:26,SG3567
83261,813,economic,943.36,SpiceJet,09/02/2021,Vijayawada,Thiruvananthapuram,977.99,01:05,17:21,18:26,SG3567,83218,firstClass,1192.62,GoAir,11/05/2020,Thiruvananthapuram,Vijayawada,977.99,01:05,21:27,22:32,G81600B
83696,820,firstClass,549.96,SpiceJet,02/04/2021,Navi Mumbai,Delhi NCR,1146.77,01:16,07:38,08:54,SG5353,83759,economic,367.22,Akasa Air,21/04/2022,Delhi NCR,Navi Mumbai,1146.77,01:16,01:20,02:36,QP1798B
83759,820,economic,367.22,Akasa Air,21/04/2022,Delhi NCR,Navi Mumbai,1146.77,01:16,01:20,02:36,QP1798B,83696,firstClass,549.96,SpiceJet,02/04/2021,Navi Mumbai,Delhi NCR,1146.77,01:16,07:38,08:54,SG5353
83766,820,economic,446.73,SpiceJet,06/09/2022,Kullu-Manali,Navi Mumbai,1486.55,01:39,00:04,01:43,SG8255,83788,premium,535.95,IndiGo,11/10/2022,Navi Mumbai,Kullu-Manali,1486.55,01:39,12:37,14:16,6E395D
83788,820,premium,535.95,IndiGo,11/10/2022,Navi Mumbai,Kullu-Manali,1486.55,01:39,12:37,14:16,6E395D,83766,economic,446.73,SpiceJet,06/09/2022,Kullu-Manali,Navi Mumbai,1486.55,01:39,00:04,01:43,SG8255
84177,826,premium,719.91,IndiGo,10/10/2019,Tirupati,Ayodhya,1492.11,01:39,09:55,11:34,6E151,84211,premium,748.52,IndiGo,06/04/2020,Ayodhya,Tirupati,1492.11,01:39,17:25,19:04,6E505F
84181,826,economic,332.1,Air India,11/07/2019,Puri,Khowai,761.45,00:50,17:58,18:48,AI258D,84242,firstClass,1306.8,Air India,01/07/2021,Khowai,Puri,761.45,00:50,07:24,08:14,AI620C
84211,826,premium,748.52,IndiGo,06/04/2020,Ayodhya,Tirupati,1492.11,01:39,17:25,19:04,6E505F,84177,premium,719.91,IndiGo,10/10/2019,Tirupati,Ayodhya,1492.11,01:39,09:55,11:34,6E151
84242,826,firstClass,1306.8,Air India,01/07/2021,Khowai,Puri,761.45,00:50,07:24,08:14,AI620C,84181,economic,332.1,Air India,11/07/2019,Puri,Khowai,761.45,00:50,17:58,18:48,AI258D
84311,828,economic,922.87,IndiGo,19/03/2020,Mysuru,Gangtok,2085.17,02:19,17:28,19:47,6E689B,84355,economic,943.36,Akasa Air,21/01/2021,Gangtok,Mysuru,2085.17,02:19,21:26,23:45,QP1673E
84355,828,economic,943.36,Akasa Air,21/01/2021,Gangtok,Mysuru,2085.17,02:19,21:26,23:45,QP1673E,84311,economic,922.87,IndiGo,19/03/2020,Mysuru,Gangtok,2085.17,02:19,17:28,19:47,6E689B
84596,831,firstClass,806.91,Akasa Air,05/07/2020,Itanagar,Ludhiana,1776.27,01:58,19:00,20:58,QP1786,84605,premium,1118.61,IndiGo,07/09/2020,Ludhiana,Itanagar,1776.27,01:58,06:02,08:00,6E140B
84605,831,premium,1118.61,IndiGo,07/09/2020,Ludhiana,Itanagar,1776.27,01:58,06:02,08:00,6E140B,84596,firstClass,806.91,Akasa Air,05/07/2020,Itanagar,Ludhiana,1776.27,01:58,19:00,20:58,QP1786
85273,837,premium,755.62,IndiGo,14/10/2021,Jaipur,Delhi NCR,231.43,00:15,23:43,23:58,6E789F,85308,premium,755.62,Air India,16/06/2022,Delhi NCR,Jaipur,231.43,00:15,10:55,11:10,AI554E
85308,837,premium,755.62,Air India,16/06/2022,Delhi NCR,Jaipur,231.43,00:15,10:55,11:10,AI554E,85273,premium,755.62,IndiGo,14/10/2021,Jaipur,Delhi NCR,231.43,00:15,23:43,23:58,6E789F
85671,843,economic,470.16,Akasa Air,08/12/2021,Jamshedpur,Bengaluru,1420.83,01:34,17:48,19:22,QP1061B,85674,economic,827.12,Akasa Air,09/02/2021,Bengaluru,Jamshedpur,1420.83,01:34,15:38,17:12,QP1883B
85674,843,economic,827.12,Akasa Air,09/02/2021,Bengaluru,Jamshedpur,1420.83,01:34,15:38,17:12,QP1883B,85671,economic,470.16,Akasa Air,08/12/2021,Jamshedpur,Bengaluru,1420.83,01:34,17:48,19:22,QP1061B
86219,850,firstClass,1142.29,GoAir,21/11/2019,Varanasi,Jamshedpur,426.65,00:28,23:49,00:17,G81953C,86275,firstClass,744.11,IndiGo,17/12/2020,Jamshedpur,Varanasi,426.65,00:28,22:19,22:47,6E337B
86275,850,firstClass,744.11,IndiGo,17/12/2020,Jamshedpur,Varanasi,426.65,00:28,22:19,22:47,6E337B,86219,firstClass,1142.29,GoAir,21/11/2019,Varanasi,Jamshedpur,426.65,00:28,23:49,00:17,G81953C
86292,850,firstClass,898.04,GoAir,15/04/2021,Kullu-Manali,Thiruvananthapuram,2601.07,02:53,03:46,06:39,G81925,86312,economic,604.14,IndiGo,09/02/2021,Thiruvananthapuram,Kullu-Manali,2601.07,02:53,20:31,23:24,6E914D
86312,850,economic,604.14,IndiGo,09/02/2021,Thiruvananthapuram,Kullu-Manali,2601.07,02:53,20:31,23:24,6E914D,86292,firstClass,898.04,GoAir,15/04/2021,Kullu-Manali,Thiruvananthapuram,2601.07,02:53,03:46,06:39,G81925
86782,856,economic,852.18,SpiceJet,10/01/2020,Navi Mumbai,Indore,503.17,00:33,12:08,12:41,SG4098,86791,firstClass,576.66,IndiGo,12/03/2020,Indore,Navi Mumbai,503.17,00:33,08:55,09:28,6E763B
86791,856,firstClass,576.66,IndiGo,12/03/2020,Indore,Navi Mumbai,503.17,00:33,08:55,09:28,6E763B,86782,economic,852.18,SpiceJet,10/01/2020,Navi Mumbai,Indore,503.17,00:33,12:08,12:41,SG4098
87347,862,premium,1288.79,IndiGo,27/02/2020,Delhi NCR,Mopa,7745.91,08:36,12:33,21:09,6E168C,87386,premium,427.25,SpiceJet,26/11/2020,Mopa,Delhi NCR,7745.91,08:36,22:44,07:20,SG5276
87365,862,premium,451.41,IndiGo,07/02/2020,Dehradun,Gwalior,455.5,00:30,03:54,04:24,6E415G,87368,premium,438.74,SpiceJet,23/07/2020,Gwalior,Dehradun,455.5,00:30,06:51,07:21,SG7607
87368,862,premium,438.74,SpiceJet,23/07/2020,Gwalior,Dehradun,455.5,00:30,06:51,07:21,SG7607,87365,premium,451.41,IndiGo,07/02/2020,Dehradun,Gwalior,455.5,00:30,03:54,04:24,6E415G
87386,862,premium,427.25,SpiceJet,26/11/2020,Mopa,Delhi NCR,7745.91,08:36,22:44,07:20,SG5276,87347,premium,1288.79,IndiGo,27/02/2020,Delhi NCR,Mopa,7745.91,08:36,12:33,21:09,6E168C
87517,864,firstClass,1582.41,SpiceJet,20/01/2022,Dabolim,Mopa,7415.65,08:14,11:33,19:47,SG3083,87525,premium,846.03,Air India,17/03/2022,Mopa,Dabolim,7415.65,08:14,04:23,12:37,AI415
87525,864,premium,846.03,Air India,17/03/2022,Mopa,Dabolim,7415.65,08:14,04:23,12:37,AI415,87517,firstClass,1582.41,SpiceJet,20/01/2022,Dabolim,Mopa,7415.65,08:14,11:33,19:47,SG3083
87811,868,firstClass,1570.02,Air India,30/01/2020,Ayodhya,Dabolim,1537.16,01:42,21:10,22:52,AI711D,87848,economic,793.27,Air India,15/10/2020,Dabolim,Ayodhya,1537.16,01:42,07:36,09:18,AI710C
87848,868,economic,793.27,Air India,15/10/2020,Dabolim,Ayodhya,1537.16,01:42,07:36,09:18,AI710C,87811,firstClass,1570.02,Air India,30/01/2020,Ayodhya,Dabolim,1537.16,01:42,21:10,22:52,AI711D
88340,873,premium,438.74,SpiceJet,31/10/2019,Itanagar,Hyderabad,1893.65,02:06,21:38,23:44,SG8274,88477,economic,712.64,Akasa Air,16/06/2022,Hyderabad,Itanagar,1893.65,02:06,05:54,08:00,QP1255D
88477,873,economic,712.64,Akasa Air,16/06/2022,Hyderabad,Itanagar,1893.65,02:06,05:54,08:00,QP1255D,88340,premium,438.74,SpiceJet,31/10/2019,Itanagar,Hyderabad,1893.65,02:06,21:38,23:44,SG8274
88564,875,premium,1007.72,IndiGo,18/06/2020,Gangtok,Patna,396.01,00:26,11:08,11:34,6E888C,88614,economic,530.03,SpiceJet,06/03/2021,Patna,Gangtok,396.01,00:26,06:07,06:33,SG7211
88614,875,economic,530.03,SpiceJet,06/03/2021,Patna,Gangtok,396.01,00:26,06:07,06:33,SG7211,88564,premium,1007.72,IndiGo,18/06/2020,Gangtok,Patna,396.01,00:26,11:08,11:34,6E888C
89175,880,premium,719.91,IndiGo,25/06/2020,Puri,Vijayawada,658.13,00:43,12:40,13:23,6E240E,89193,firstClass,1314.05,Akasa Air,29/10/2020,Vijayawada,Puri,658.13,00:43,17:35,18:18,QP1838
89193,880,firstClass,1314.05,Akasa Air,29/10/2020,Vijayawada,Puri,658.13,00:43,17:35,18:18,QP1838,89175,premium,719.91,IndiGo,25/06/2020,Puri,Vijayawada,658.13,00:43,12:40,13:23,6E240E
89235,881,firstClass,957.68,Air India,16/01/2020,Jaipur,Shimla,484.24,00:32,10:29,11:01,AI198,89349,premium,427.25,Akasa Air,24/03/2022,Shimla,Jaipur,484.24,00:32,04:53,05:25,QP1365
89263,881,premium,701.29,Akasa Air,30/07/2020,Bhopal,Hisar,5549.86,06:09,02:29,08:38,QP1496B,89272,premium,588.14,Akasa Air,10/01/2020,Hisar,Bhopal,5549.86,06:09,12:46,18:55,QP1675C
89272,881,premium,588.14,Akasa Air,10/01/2020,Hisar,Bhopal,5549.86,06:09,12:46,18:55,QP1675C,89263,premium,701.29,Akasa Air,30/07/2020,Bhopal,Hisar,5549.86,06:09,02:29,08:38,QP1496B
89349,881,premium,427.25,Akasa Air,24/03/2022,Shimla,Jaipur,484.24,00:32,04:53,05:25,QP1365,89235,firstClass,957.68,Air India,16/01/2020,Jaipur,Shimla,484.24,00:32,10:29,11:01,AI198
89758,886,firstClass,762.89,GoAir,14/11/2019,Puducherry,Varanasi,1525.15,01:41,15:39,17:20,G81233C,89815,firstClass,1692.64,AirAsia India,17/12/2020,Varanasi,Puducherry,1525.15,01:41,15:25,17:06,I56638
89815,886,firstClass,1692.64,AirAsia India,17/12/2020,Varanasi,Puducherry,1525.15,01:41,15:25,17:06,I56638,89758,firstClass,762.89,GoAir,14/11/2019,Puducherry,Varanasi,1525.15,01:41,15:39,17:20,G81233C
90957,898,firstClass,1640.8,Air India,01/09/2020,Dhubri,Pune,1855.2,02:03,20:05,22:08,AI849,90999,firstClass,1292.29,AirAsia India,29/10/2020,Pune,Dhubri,1855.2,02:03,12:07,14:10,I54510
90999,898,firstClass,1292.29,AirAsia India,29/10/2020,Pune,Dhubri,1855.2,02:03,12:07,14:10,I54510,90957,firstClass,1640.8,Air India,01/09/2020,Dhubri,Pune,1855.2,02:03,20:05,22:08,AI849
91034,898,premium,577.76,SpiceJet,07/01/2021,Patna,Ludhiana,1083.83,01:12,16:04,17:16,SG4489,91113,firstClass,1692.64,GoAir,01/05/2023,Ludhiana,Patna,1083.83,01:12,01:33,02:45,G81730
91113,898,firstClass,1692.64,GoAir,01/05/2023,Ludhiana,Patna,1083.83,01:12,01:33,02:45,G81730,91034,premium,577.76,SpiceJet,07/01/2021,Patna,Ludhiana,1083.83,01:12,16:04,17:16,SG4489
91185,900,premium,1128.51,IndiGo,26/12/2019,Ludhiana,Shimla,126.93,00:08,11:33,11:41,6E511C,91259,premium,469.92,IndiGo,27/05/2021,Shimla,Ludhiana,126.93,00:08,22:18,22:26,6E393B
91259,900,premium,469.92,IndiGo,27/05/2021,Shimla,Ludhiana,126.93,00:08,22:18,22:26,6E393B,91185,premium,1128.51,IndiGo,26/12/2019,Ludhiana,Shimla,126.93,00:08,11:33,11:41,6E511C
91684,905,economic,636.51,IndiGo,10/07/2021,Coimbatore,Kota,3147.59,03:29,19:10,22:39,6E761D,91686,premium,1311.38,Air India,21/10/2021,Kota,Coimbatore,3147.59,03:29,18:19,21:48,AI639
91686,905,premium,1311.38,Air India,21/10/2021,Kota,Coimbatore,3147.59,03:29,18:19,21:48,AI639,91684,economic,636.51,IndiGo,10/07/2021,Coimbatore,Kota,3147.59,03:29,19:10,22:39,6E761D
91938,907,premium,885.37,Air India,04/09/2020,Jaipur,Shimla,484.24,00:32,13:40,14:12,AI198,91941,firstClass,857.32,SpiceJet,30/04/2020,Shimla,Jaipur,484.24,00:32,20:36,21:08,SG5264
91941,907,firstClass,857.32,SpiceJet,30/04/2020,Shimla,Jaipur,484.24,00:32,20:36,21:08,SG5264,91938,premium,885.37,Air India,04/09/2020,Jaipur,Shimla,484.24,00:32,13:40,14:12,AI198
92699,915,economic,636.51,Air India,24/10/2019,Mopa,Guwahati,9201.22,10:13,11:42,21:55,AI665B,92755,firstClass,1127.36,IndiGo,19/11/2020,Guwahati,Mopa,9201.22,10:13,07:01,17:14,6E457
92755,915,firstClass,1127.36,IndiGo,19/11/2020,Guwahati,Mopa,9201.22,10:13,07:01,17:14,6E457,92699,economic,636.51,Air India,24/10/2019,Mopa,Guwahati,9201.22,10:13,11:42,21:55,AI665B
92781,915,firstClass,1315.27,IndiGo,20/05/2021,Vijayawada,Gangtok,1455.73,01:37,00:13,01:50,6E720,92861,economic,478.02,Air India,12/01/2022,Gangtok,Vijayawada,1455.73,01:37,14:25,16:02,AI396B
92861,915,economic,478.02,Air India,12/01/2022,Gangtok,Vijayawada,1455.73,01:37,14:25,16:02,AI396B,92781,firstClass,1315.27,IndiGo,20/05/2021,Vijayawada,Gangtok,1455.73,01:37,00:13,01:50,6E720
93542,923,economic,478.02,IndiGo,16/04/2020,Vadodara,Bhopal,442.97,00:29,02:09,02:38,6E894C,93554,firstClass,1127.36,IndiGo,07/09/2020,Bhopal,Vadodara,442.97,00:29,23:08,23:37,6E915C
93554,923,firstClass,1127.36,IndiGo,07/09/2020,Bhopal,Vadodara,442.97,00:29,23:08,23:37,6E915C,93542,economic,478.02,IndiGo,16/04/2020,Vadodara,Bhopal,442.97,00:29,02:09,02:38,6E894C
93936,928,economic,915.02,SpiceJet,27/08/2020,Varanasi,Kullu-Manali,926.4,01:01,09:50,10:51,SG1879,93970,economic,317.08,SpiceJet,22/04/2021,Kullu-Manali,Varanasi,926.4,01:01,10:58,11:59,SG5213
93970,928,economic,317.08,SpiceJet,22/04/2021,Kullu-Manali,Varanasi,926.4,01:01,10:58,11:59,SG5213,93936,economic,915.02,SpiceJet,27/08/2020,Varanasi,Kullu-Manali,926.4,01:01,09:50,10:51,SG1879
94081,930,premium,885.37,IndiGo,02/11/2021,Thiruvananthapuram,Coimbatore,280.22,00:18,19:10,19:28,6E647B,94146,economic,780.68,Akasa Air,05/12/2022,Coimbatore,Thiruvananthapuram,280.22,00:18,06:39,06:57,QP1967D
94146,930,economic,780.68,Akasa Air,05/12/2022,Coimbatore,Thiruvananthapuram,280.22,00:18,06:39,06:57,QP1967D,94081,premium,885.37,IndiGo,02/11/2021,Thiruvananthapuram,Coimbatore,280.22,00:18,19:10,19:28,6E647B
94617,935,premium,1128.51,IndiGo,29/10/2020,Bilaspur,Thiruvananthapuram,1610.93,01:47,23:36,01:23,6E809B,94624,economic,636.51,Air India,17/12/2020,Thiruvananthapuram,Bilaspur,1610.93,01:47,13:44,15:31,AI733B
94624,935,economic,636.51,Air India,17/12/2020,Thiruvananthapuram,Bilaspur,1610.93,01:47,13:44,15:31,AI733B,94617,premium,1128.51,IndiGo,29/10/2020,Bilaspur,Thiruvananthapuram,1610.93,01:47,23:36,01:23,6E809B
95315,941,firstClass,1175.62,SpiceJet,21/11/2019,Srinagar,Ranchi,1571.5,01:44,09:56,11:40,SG3627B,95438,firstClass,1348.79,GoAir,31/03/2022,Ranchi,Srinagar,1571.5,01:44,08:39,10:23,G81351
95438,941,firstClass,1348.79,GoAir,31/03/2022,Ranchi,Srinagar,1571.5,01:44,08:39,10:23,G81351,95315,firstClass,1175.62,SpiceJet,21/11/2019,Srinagar,Ranchi,1571.5,01:44,09:56,11:40,SG3627B
95663,945,economic,674.52,Air India,16/07/2020,Vijayawada,Prayagraj,1001.5,01:06,17:47,18:53,AI698,95716,firstClass,1097.17,GoAir,22/07/2021,Prayagraj,Vijayawada,1001.5,01:06,07:48,08:54,G81351C
95716,945,firstClass,1097.17,GoAir,22/07/2021,Prayagraj,Vijayawada,1001.5,01:06,07:48,08:54,G81351C,95663,economic,674.52,Air India,16/07/2020,Vijayawada,Prayagraj,1001.5,01:06,17:47,18:53,AI698
96447,955,firstClass,549.55,SpiceJet,13/02/2020,Guwahati,Patna,664.43,00:44,14:22,15:06,SG3211,96509,economic,695.3,Akasa Air,22/04/2021,Patna,Guwahati,664.43,00:44,17:53,18:37,QP1066C
96509,955,economic,695.3,Akasa Air,22/04/2021,Patna,Guwahati,664.43,00:44,17:53,18:37,QP1066C,96447,firstClass,549.55,SpiceJet,13/02/2020,Guwahati,Patna,664.43,00:44,14:22,15:06,SG3211
96876,958,firstClass,1292.29,AirAsia India,04/09/2020,Mopa,Amritsar,7551.25,08:23,00:31,08:54,I52007,96954,premium,554.87,IndiGo,10/07/2021,Amritsar,Mopa,7551.25,08:23,11:04,19:27,6E222
96876,958,firstClass,1292.29,AirAsia India,04/09/2020,Mopa,Amritsar,7551.25,08:23,00:31,08:54,I52007,96982,economic,555.01,Akasa Air,21/04/2022,Amritsar,Mopa,7551.25,08:23,06:25,14:48,QP1667B
96954,958,premium,554.87,IndiGo,10/07/2021,Amritsar,Mopa,7551.25,08:23,11:04,19:27,6E222,96876,firstClass,1292.29,AirAsia India,04/09/2020,Mopa,Amritsar,7551.25,08:23,00:31,08:54,I52007
96982,958,economic,555.01,Akasa Air,21/04/2022,Amritsar,Mopa,7551.25,08:23,06:25,14:48,QP1667B,96876,firstClass,1292.29,AirAsia India,04/09/2020,Mopa,Amritsar,7551.25,08:23,00:31,08:54,I52007
97118,960,premium,1149.53,Air India,11/05/2020,Varanasi,Dhubri,703.33,00:46,09:41,10:27,AI528,97144,premium,1128.51,IndiGo,05/06/2021,Dhubri,Varanasi,703.33,00:46,14:27,15:13,6E724
97144,960,premium,1128.51,IndiGo,05/06/2021,Dhubri,Varanasi,703.33,00:46,14:27,15:13,6E724,97118,premium,1149.53,Air India,11/05/2020,Varanasi,Dhubri,703.33,00:46,09:41,10:27,AI528
97304,962,premium,1367.88,Akasa Air,09/03/2020,Itanagar,Dabolim,2422.76,02:41,09:05,11:46,QP1428,97399,firstClass,1348.79,AirAsia India,30/06/2022,Dabolim,Itanagar,2422.76,02:41,10:39,13:20,I57622
97399,962,firstClass,1348.79,AirAsia India,30/06/2022,Dabolim,Itanagar,2422.76,02:41,10:39,13:20,I57622,97304,premium,1367.88,Akasa Air,09/03/2020,Itanagar,Dabolim,2422.76,02:41,09:05,11:46,QP1428
97710,967,firstClass,1468.03,IndiGo,13/08/2020,Hyderabad,Bhubaneswar,840.09,00:56,22:08,23:04,6E882D,97722,firstClass,1097.17,AirAsia India,11/05/2020,Bhubaneswar,Hyderabad,840.09,00:56,21:59,22:55,I57757
97722,967,firstClass,1097.17,AirAsia India,11/05/2020,Bhubaneswar,Hyderabad,840.09,00:56,21:59,22:55,I57757,97710,firstClass,1468.03,IndiGo,13/08/2020,Hyderabad,Bhubaneswar,840.09,00:56,22:08,23:04,6E882D
97732,967,firstClass,693.51,IndiGo,14/01/2021,Bhubaneswar,Ayodhya,814.45,00:54,21:23,22:17,6E659D,97746,economic,695.3,Akasa Air,22/04/2021,Ayodhya,Bhubaneswar,814.45,00:54,23:20,00:14,QP1863B
97746,967,economic,695.3,Akasa Air,22/04/2021,Ayodhya,Bhubaneswar,814.45,00:54,23:20,00:14,QP1863B,97732,firstClass,693.51,IndiGo,14/01/2021,Bhubaneswar,Ayodhya,814.45,00:54,21:23,22:17,6E659D
100117,993,premium,481.42,SpiceJet,12/02/2021,Navi Mumbai,Mysuru,843.67,00:56,21:24,22:20,SG5838,100133,economic,695.3,Akasa Air,24/03/2022,Mysuru,Navi Mumbai,843.67,00:56,10:24,11:20,QP1512
100133,993,economic,695.3,Akasa Air,24/03/2022,Mysuru,Navi Mumbai,843.67,00:56,10:24,11:20,QP1512,100117,premium,481.42,SpiceJet,12/02/2021,Navi Mumbai,Mysuru,843.67,00:56,21:24,22:20,SG5838
100665,1001,premium,1367.88,SpiceJet,28/10/2021,Amritsar,Puducherry,2247.39,02:29,01:00,03:29,SG2942,100684,firstClass,1640.8,IndiGo,03/10/2022,Puducherry,Amritsar,2247.39,02:29,21:31,00:00,6E567E
100684,1001,firstClass,1640.8,IndiGo,03/10/2022,Puducherry,Amritsar,2247.39,02:29,21:31,00:00,6E567E,100665,premium,1367.88,SpiceJet,28/10/2021,Amritsar,Puducherry,2247.39,02:29,01:00,03:29,SG2942
100974,1003,premium,554.87,IndiGo,14/01/2021,Shimla,Diu,1309.81,01:27,13:35,15:02,6E934,101022,premium,1149.53,Air India,16/12/2021,Diu,Shimla,1309.81,01:27,18:10,19:37,AI943C
101022,1003,premium,1149.53,Air India,16/12/2021,Diu,Shimla,1309.81,01:27,18:10,19:37,AI943C,100974,premium,554.87,IndiGo,14/01/2021,Shimla,Diu,1309.81,01:27,13:35,15:02,6E934
101039,1003,firstClass,549.55,Akasa Air,14/04/2022,Ahmedabad,Puducherry,1452.17,01:36,13:14,14:50,QP1750,101058,firstClass,1348.79,AirAsia India,25/08/2022,Puducherry,Ahmedabad,1452.17,01:36,11:46,13:22,I57228
101058,1003,firstClass,1348.79,AirAsia India,25/08/2022,Puducherry,Ahmedabad,1452.17,01:36,11:46,13:22,I57228,101039,firstClass,549.55,Akasa Air,14/04/2022,Ahmedabad,Puducherry,1452.17,01:36,13:14,14:50,QP1750
101099,1004,firstClass,624.89,AirAsia India,11/07/2019,Khowai,Delhi NCR,1533.62,01:42,18:25,20:07,I54268,101280,firstClass,1097.17,GoAir,27/04/2023,Delhi NCR,Khowai,1533.62,01:42,10:56,12:38,G81736C
101139,1004,premium,697.65,IndiGo,13/08/2020,Bhopal,Hisar,5549.86,06:09,04:50,10:59,6E164B,101267,premium,1367.88,SpiceJet,26/01/2023,Hisar,Bhopal,5549.86,06:09,03:01,09:10,SG7185
101267,1004,premium,1367.88,SpiceJet,26/01/2023,Hisar,Bhopal,5549.86,06:09,03:01,09:10,SG7185,101139,premium,697.65,IndiGo,13/08/2020,Bhopal,Hisar,5549.86,06:09,04:50,10:59,6E164B
101280,1004,firstClass,1097.17,GoAir,27/04/2023,Delhi NCR,Khowai,1533.62,01:42,10:56,12:38,G81736C,101099,firstClass,624.89,AirAsia India,11/07/2019,Khowai,Delhi NCR,1533.62,01:42,18:25,20:07,I54268
101894,1011,firstClass,1348.79,AirAsia India,22/10/2020,Shillong,Chandigarh,1585.75,01:45,06:48,08:33,I51924,101907,firstClass,949.58,Air India,21/01/2021,Chandigarh,Shillong,1585.75,01:45,03:08,04:53,AI881F
101907,1011,firstClass,949.58,Air India,21/01/2021,Chandigarh,Shillong,1585.75,01:45,03:08,04:53,AI881F,101894,firstClass,1348.79,AirAsia India,22/10/2020,Shillong,Chandigarh,1585.75,01:45,06:48,08:33,I51924
102877,1022,firstClass,1348.79,GoAir,23/01/2020,Ayodhya,Bilaspur,524.76,00:34,08:15,08:49,G81205C,103019,premium,577.76,Akasa Air,13/10/2022,Bilaspur,Ayodhya,524.76,00:34,05:03,05:37,QP1012B
102977,1022,firstClass,1640.8,Air India,23/12/2021,Mopa,Tirupati,8027.45,08:55,17:32,02:27,AI658C,102983,premium,577.76,SpiceJet,02/03/2022,Tirupati,Mopa,8027.45,08:55,04:25,13:20,SG2146
102983,1022,premium,577.76,SpiceJet,02/03/2022,Tirupati,Mopa,8027.45,08:55,04:25,13:20,SG2146,102977,firstClass,1640.8,Air India,23/12/2021,Mopa,Tirupati,8027.45,08:55,17:32,02:27,AI658C
103019,1022,premium,577.76,Akasa Air,13/10/2022,Bilaspur,Ayodhya,524.76,00:34,05:03,05:37,QP1012B,102877,firstClass,1348.79,GoAir,23/01/2020,Ayodhya,Bilaspur,524.76,00:34,08:15,08:49,G81205C
103240,1024,premium,577.76,Akasa Air,24/11/2022,Mysuru,Nashik,908.48,01:00,00:36,01:36,QP1747,103251,premium,577.76,Akasa Air,02/09/2023,Nashik,Mysuru,908.48,01:00,03:04,04:04,QP1108B
103251,1024,premium,577.76,Akasa Air,02/09/2023,Nashik,Mysuru,908.48,01:00,03:04,04:04,QP1108B,103240,premium,577.76,Akasa Air,24/11/2022,Mysuru,Nashik,908.48,01:00,00:36,01:36,QP1747
103331,1026,firstClass,949.58,IndiGo,17/12/2020,Jamshedpur,Shillong,654.58,00:43,03:39,04:22,6E493B,103352,premium,918.66,Air India,13/05/2021,Shillong,Jamshedpur,654.58,00:43,14:47,15:30,AI991D
103352,1026,premium,918.66,Air India,13/05/2021,Shillong,Jamshedpur,654.58,00:43,14:47,15:30,AI991D,103331,firstClass,949.58,IndiGo,17/12/2020,Jamshedpur,Shillong,654.58,00:43,03:39,04:22,6E493B
