travelCode,User_ID,Departure,Arrival,flightType,Flight_price,Flight_duration,Flight_Distance,Flight_agency,Departure_date
132706,1307,Florianopolis (SC),Recife (PE),economic,674.52,1.76,676.53,CloudFy,28/11/2019
132709,1307,Florianopolis (SC),Campo Grande (MS),economic,478.02,1.49,573.81,CloudFy,19/12/2019
132711,1307,Florianopolis (SC),Sao Paulo (SP),firstClass,762.89,1.46,562.14,FlyingDrops,01/02/2020
132723,1307,Florianopolis (SC),Rio de Janeiro (RJ),premium,481.42,1.21,466.3,Rainbow,26/03/2020
132724,1307,Florianopolis (SC),Salvador (BH),economic,915.02,2.44,937.77,Rainbow,04/02/2020
132726,1307,Florianopolis (SC),Aracaju (SE),firstClass,1574.28,2.1,808.85,FlyingDrops,16/04/2020
132731,1307,Florianopolis (SC),Campo Grande (MS),firstClass,857.32,1.49,573.81,Rainbow,21/05/2020
132733,1307,Florianopolis (SC),Salvador (BH),firstClass,1630.75,2.44,937.77,Rainbow,06/04/2020
132734,1307,Florianopolis (SC),Campo Grande (MS),firstClass,949.58,1.49,573.81,CloudFy,06/11/2020
132738,1307,Florianopolis (SC),Salvador (BH),firstClass,1630.75,2.44,937.77,Rainbow,07/09/2020
132739,1307,Florianopolis (SC),Sao Paulo (SP),firstClass,693.51,1.46,562.14,CloudFy,16/07/2020
132741,1307,Florianopolis (SC),Natal (RN),firstClass,1348.79,1.84,709.37,FlyingDrops,30/07/2020
132743,1307,Florianopolis (SC),Recife (PE),economic,695.3,1.76,676.53,Rainbow,13/08/2020
132749,1307,Florianopolis (SC),Sao Paulo (SP),economic,426.91,1.46,562.14,CloudFy,24/09/2020
132751,1307,Florianopolis (SC),Salvador (BH),premium,1311.38,2.44,937.77,CloudFy,10/08/2020
132752,1307,Florianopolis (SC),Brasilia (DF),premium,885.37,1.66,637.56,CloudFy,15/10/2020
132755,1307,Florianopolis (SC),Salvador (BH),firstClass,1630.75,2.44,937.77,Rainbow,11/05/2020
132757,1307,Florianopolis (SC),Campo Grande (MS),firstClass,949.58,1.49,573.81,CloudFy,19/11/2020
132758,1307,Florianopolis (SC),Rio de Janeiro (RJ),firstClass,585.77,1.21,466.3,CloudFy,26/11/2020
132760,1307,Florianopolis (SC),Salvador (BH),firstClass,1640.8,2.44,937.77,CloudFy,12/10/2020
132767,1307,Florianopolis (SC),Aracaju (SE),premium,1149.53,2.1,808.85,CloudFy,28/01/2021
132774,1307,Florianopolis (SC),Sao Paulo (SP),premium,577.76,1.46,562.14,Rainbow,18/03/2021
132776,1308,Florianopolis (SC),Aracaju (SE),premium,1248.7,2.1,808.85,Rainbow,26/09/2019
132777,1308,Florianopolis (SC),Natal (RN),firstClass,1315.27,1.84,709.37,CloudFy,10/03/2019
132779,1308,Florianopolis (SC),Rio de Janeiro (RJ),economic,317.08,1.21,466.3,Rainbow,17/10/2019
132783,1308,Florianopolis (SC),Recife (PE),firstClass,1175.62,1.76,676.53,Rainbow,14/11/2019
132786,1308,Florianopolis (SC),Natal (RN),firstClass,1348.79,1.84,709.37,FlyingDrops,12/05/2019
132790,1308,Florianopolis (SC),Brasilia (DF),firstClass,1087.18,1.66,637.56,Rainbow,01/02/2020
132791,1308,Florianopolis (SC),Aracaju (SE),firstClass,1468.03,2.1,808.85,CloudFy,01/09/2020
132792,1308,Florianopolis (SC),Campo Grande (MS),firstClass,949.58,1.49,573.81,CloudFy,16/01/2020
132793,1309,Florianopolis (SC),Salvador (BH),premium,1367.88,2.44,937.77,Rainbow,26/09/2019
132796,1309,Florianopolis (SC),Brasilia (DF),firstClass,1087.18,1.66,637.56,Rainbow,17/10/2019
132801,1309,Florianopolis (SC),Sao Paulo (SP),firstClass,693.51,1.46,562.14,CloudFy,21/11/2019
132802,1309,Florianopolis (SC),Natal (RN),firstClass,1348.79,1.84,709.37,FlyingDrops,28/11/2019
132809,1309,Florianopolis (SC),Aracaju (SE),premium,1149.53,2.1,808.85,CloudFy,16/01/2020
132815,1309,Florianopolis (SC),Natal (RN),economic,780.68,1.84,709.37,Rainbow,27/02/2020
132816,1309,Florianopolis (SC),Salvador (BH),firstClass,1640.8,2.44,937.77,CloudFy,03/05/2020
132818,1309,Florianopolis (SC),Campo Grande (MS),premium,697.65,1.49,573.81,CloudFy,19/03/2020
132821,1309,Florianopolis (SC),Recife (PE),premium,1013.4,1.76,676.53,Rainbow,04/09/2020
132822,1309,Florianopolis (SC),Brasilia (DF),firstClass,1087.18,1.66,637.56,Rainbow,16/04/2020
132828,1309,Florianopolis (SC),Aracaju (SE),firstClass,1582.1,2.1,808.85,Rainbow,28/05/2020
132835,1309,Florianopolis (SC),Brasilia (DF),economic,636.51,1.66,637.56,CloudFy,16/07/2020
132842,1309,Florianopolis (SC),Natal (RN),firstClass,1315.27,1.84,709.37,CloudFy,09/03/2020
132843,1309,Florianopolis (SC),Brasilia (DF),economic,555.01,1.66,637.56,Rainbow,09/10/2020
132849,1310,Florianopolis (SC),Aracaju (SE),premium,1248.7,2.1,808.85,Rainbow,26/09/2019
132853,1310,Florianopolis (SC),Aracaju (SE),premium,1149.53,2.1,808.85,CloudFy,24/10/2019
132855,1310,Florianopolis (SC),Rio de Janeiro (RJ),economic,317.08,1.21,466.3,Rainbow,11/07/2019
132859,1310,Florianopolis (SC),Rio de Janeiro (RJ),firstClass,585.77,1.21,466.3,CloudFy,12/05/2019
132863,1310,Florianopolis (SC),Recife (PE),economic,695.3,1.76,676.53,Rainbow,01/02/2020
132864,1310,Florianopolis (SC),Aracaju (SE),firstClass,1468.03,2.1,808.85,CloudFy,01/09/2020
132865,1310,Florianopolis (SC),Salvador (BH),premium,1311.38,2.44,937.77,CloudFy,16/01/2020
132866,1310,Florianopolis (SC),Rio de Janeiro (RJ),premium,481.42,1.21,466.3,Rainbow,23/01/2020
132868,1310,Florianopolis (SC),Sao Paulo (SP),economic,426.91,1.46,562.14,CloudFy,02/06/2020
132870,1310,Florianopolis (SC),Rio de Janeiro (RJ),firstClass,549.55,1.21,466.3,Rainbow,20/02/2020
132879,1310,Florianopolis (SC),Brasilia (DF),firstClass,1097.17,1.66,637.56,FlyingDrops,23/04/2020
132881,1310,Florianopolis (SC),Natal (RN),firstClass,1348.79,1.84,709.37,FlyingDrops,05/07/2020
132882,1310,Florianopolis (SC),Aracaju (SE),firstClass,1468.03,2.1,808.85,CloudFy,14/05/2020
132884,1310,Florianopolis (SC),Natal (RN),firstClass,1315.27,1.84,709.37,CloudFy,28/05/2020
132890,1310,Florianopolis (SC),Rio de Janeiro (RJ),premium,481.42,1.21,466.3,Rainbow,07/09/2020
132891,1310,Florianopolis (SC),Rio de Janeiro (RJ),economic,317.08,1.21,466.3,Rainbow,16/07/2020
132892,1310,Florianopolis (SC),Salvador (BH),firstClass,1640.8,2.44,937.77,CloudFy,23/07/2020
132893,1310,Florianopolis (SC),Aracaju (SE),premium,1149.53,2.1,808.85,CloudFy,30/07/2020
132894,1310,Florianopolis (SC),Recife (PE),premium,918.66,1.76,676.53,CloudFy,08/06/2020
132896,1310,Florianopolis (SC),Brasilia (DF),firstClass,1087.18,1.66,637.56,Rainbow,20/08/2020
132898,1310,Florianopolis (SC),Campo Grande (MS),economic,544.86,1.49,573.81,Rainbow,09/03/2020
132911,1310,Florianopolis (SC),Campo Grande (MS),premium,697.65,1.49,573.81,CloudFy,12/03/2020
132914,1310,Florianopolis (SC),Brasilia (DF),economic,636.51,1.66,637.56,CloudFy,24/12/2020
132919,1310,Florianopolis (SC),Campo Grande (MS),economic,478.02,1.49,573.81,CloudFy,28/01/2021
132922,1310,Florianopolis (SC),Sao Paulo (SP),firstClass,762.89,1.46,562.14,FlyingDrops,18/02/2021
132926,1310,Florianopolis (SC),Brasilia (DF),premium,814.55,1.66,637.56,Rainbow,18/03/2021
132928,1310,Florianopolis (SC),Recife (PE),premium,918.66,1.76,676.53,CloudFy,04/01/2021
132934,1310,Florianopolis (SC),Aracaju (SE),firstClass,1574.28,2.1,808.85,FlyingDrops,13/05/2021
132937,1310,Florianopolis (SC),Sao Paulo (SP),firstClass,693.51,1.46,562.14,CloudFy,06/03/2021
132940,1310,Florianopolis (SC),Recife (PE),firstClass,1292.29,1.76,676.53,FlyingDrops,24/06/2021
132941,1310,Florianopolis (SC),Salvador (BH),firstClass,1640.8,2.44,937.77,CloudFy,07/01/2021
132942,1310,Florianopolis (SC),Aracaju (SE),firstClass,1468.03,2.1,808.85,CloudFy,07/08/2021
132946,1310,Florianopolis (SC),Rio de Janeiro (RJ),firstClass,585.77,1.21,466.3,CloudFy,08/05/2021
132951,1310,Florianopolis (SC),Rio de Janeiro (RJ),firstClass,585.77,1.21,466.3,CloudFy,09/09/2021
132952,1310,Florianopolis (SC),Campo Grande (MS),premium,697.65,1.49,573.81,CloudFy,16/09/2021
132969,1311,Florianopolis (SC),Rio de Janeiro (RJ),economic,317.08,1.21,466.3,Rainbow,10/10/2019
132977,1311,Florianopolis (SC),Natal (RN),economic,780.68,1.84,709.37,Rainbow,12/05/2019
132978,1311,Florianopolis (SC),Aracaju (SE),firstClass,1582.1,2.1,808.85,Rainbow,12/12/2019
132985,1311,Florianopolis (SC),Salvador (BH),premium,1311.38,2.44,937.77,CloudFy,30/01/2020
132986,1311,Florianopolis (SC),Brasilia (DF),economic,555.01,1.66,637.56,Rainbow,02/06/2020
132988,1311,Florianopolis (SC),Aracaju (SE),economic,879.1,2.1,808.85,CloudFy,20/02/2020
132989,1311,Florianopolis (SC),Salvador (BH),economic,915.02,2.44,937.77,Rainbow,27/02/2020
132990,1311,Florianopolis (SC),Rio de Janeiro (RJ),economic,317.08,1.21,466.3,Rainbow,03/05/2020
132992,1311,Florianopolis (SC),Aracaju (SE),firstClass,1582.1,2.1,808.85,Rainbow,19/03/2020
132996,1311,Florianopolis (SC),Salvador (BH),economic,915.02,2.44,937.77,Rainbow,16/04/2020
133007,1311,Florianopolis (SC),Natal (RN),firstClass,1385.49,1.84,709.37,Rainbow,07/02/2020
133011,1311,Florianopolis (SC),Rio de Janeiro (RJ),economic,313.62,1.21,466.3,CloudFy,30/07/2020
133017,1311,Florianopolis (SC),Rio de Janeiro (RJ),premium,481.42,1.21,466.3,Rainbow,09/10/2020
133019,1311,Florianopolis (SC),Salvador (BH),premium,1311.38,2.44,937.77,CloudFy,24/09/2020
133023,1311,Florianopolis (SC),Sao Paulo (SP),premium,554.87,1.46,562.14,CloudFy,22/10/2020
133025,1311,Florianopolis (SC),Natal (RN),economic,780.68,1.84,709.37,Rainbow,11/05/2020
133029,1311,Florianopolis (SC),Natal (RN),firstClass,1385.49,1.84,709.37,Rainbow,12/03/2020
133030,1311,Florianopolis (SC),Rio de Janeiro (RJ),firstClass,585.77,1.21,466.3,CloudFy,12/10/2020
133032,1311,Florianopolis (SC),Rio de Janeiro (RJ),firstClass,624.89,1.21,466.3,FlyingDrops,24/12/2020
133035,1311,Florianopolis (SC),Natal (RN),economic,726.95,1.84,709.37,CloudFy,14/01/2021
133036,1311,Florianopolis (SC),Sao Paulo (SP),economic,426.91,1.46,562.14,CloudFy,21/01/2021
133042,1311,Florianopolis (SC),Rio de Janeiro (RJ),premium,469.92,1.21,466.3,CloudFy,03/04/2021
133045,1311,Florianopolis (SC),Aracaju (SE),premium,1248.7,2.1,808.85,Rainbow,25/03/2021
133053,1311,Florianopolis (SC),Sao Paulo (SP),firstClass,738.8,1.46,562.14,Rainbow,20/05/2021
133054,1311,Florianopolis (SC),Rio de Janeiro (RJ),firstClass,585.77,1.21,466.3,CloudFy,27/05/2021
133057,1311,Florianopolis (SC),Rio de Janeiro (RJ),firstClass,549.55,1.21,466.3,Rainbow,17/06/2021
133060,1311,Florianopolis (SC),Recife (PE),economic,674.52,1.76,676.53,CloudFy,07/08/2021
133062,1311,Florianopolis (SC),Aracaju (SE),economic,819.41,2.1,808.85,Rainbow,22/07/2021
133075,1311,Florianopolis (SC),Campo Grande (MS),premium,697.65,1.49,573.81,CloudFy,21/10/2021
133082,1311,Florianopolis (SC),Salvador (BH),firstClass,1692.64,2.44,937.77,FlyingDrops,12/09/2021
133084,1311,Florianopolis (SC),Campo Grande (MS),premium,697.65,1.49,573.81,CloudFy,23/12/2021
133085,1311,Florianopolis (SC),Recife (PE),firstClass,1300.6,1.76,676.53,CloudFy,30/12/2021
133088,1311,Florianopolis (SC),Natal (RN),firstClass,1348.79,1.84,709.37,FlyingDrops,20/01/2022
133091,1311,Florianopolis (SC),Natal (RN),economic,726.95,1.84,709.37,CloudFy,02/10/2022
133093,1311,Florianopolis (SC),Recife (PE),firstClass,1300.6,1.76,676.53,CloudFy,24/02/2022
133094,1311,Florianopolis (SC),Salvador (BH),economic,898.67,2.44,937.77,CloudFy,03/03/2022
133096,1311,Florianopolis (SC),Rio de Janeiro (RJ),premium,469.92,1.21,466.3,CloudFy,17/03/2022
133099,1311,Florianopolis (SC),Campo Grande (MS),firstClass,949.58,1.49,573.81,CloudFy,04/07/2022
133101,1311,Florianopolis (SC),Recife (PE),premium,1013.4,1.76,676.53,Rainbow,21/04/2022
133102,1311,Florianopolis (SC),Natal (RN),firstClass,1385.49,1.84,709.37,Rainbow,28/04/2022
133104,1311,Florianopolis (SC),Salvador (BH),firstClass,1692.64,2.44,937.77,FlyingDrops,05/12/2022
133106,1311,Florianopolis (SC),Recife (PE),firstClass,1300.6,1.76,676.53,CloudFy,26/05/2022
133108,1311,Florianopolis (SC),Brasilia (DF),premium,814.55,1.66,637.56,Rainbow,06/09/2022
133112,1311,Florianopolis (SC),Brasilia (DF),firstClass,1087.18,1.66,637.56,Rainbow,07/07/2022
133113,1311,Florianopolis (SC),Natal (RN),firstClass,1348.79,1.84,709.37,FlyingDrops,14/07/2022
133114,1311,Florianopolis (SC),Sao Paulo (SP),firstClass,693.51,1.46,562.14,CloudFy,21/07/2022
133115,1311,Florianopolis (SC),Campo Grande (MS),firstClass,857.32,1.49,573.81,Rainbow,28/07/2022
133117,1311,Florianopolis (SC),Rio de Janeiro (RJ),firstClass,585.77,1.21,466.3,CloudFy,08/11/2022
133119,1311,Florianopolis (SC),Recife (PE),premium,1013.4,1.76,676.53,Rainbow,25/08/2022
133123,1311,Florianopolis (SC),Rio de Janeiro (RJ),economic,317.08,1.21,466.3,Rainbow,22/09/2022
133131,1312,Florianopolis (SC),Aracaju (SE),firstClass,1468.03,2.1,808.85,CloudFy,26/09/2019
133133,1312,Florianopolis (SC),Brasilia (DF),premium,885.37,1.66,637.56,CloudFy,10/10/2019
133136,1312,Florianopolis (SC),Natal (RN),firstClass,1385.49,1.84,709.37,Rainbow,31/10/2019
133137,1312,Florianopolis (SC),Rio de Janeiro (RJ),firstClass,549.55,1.21,466.3,Rainbow,11/07/2019
133141,1312,Florianopolis (SC),Natal (RN),economic,780.68,1.84,709.37,Rainbow,12/05/2019
133149,1312,Florianopolis (SC),Brasilia (DF),firstClass,1097.17,1.66,637.56,FlyingDrops,30/01/2020
133150,1312,Florianopolis (SC),Natal (RN),premium,1114.55,1.84,709.37,Rainbow,02/06/2020
133159,1312,Florianopolis (SC),Natal (RN),economic,780.68,1.84,709.37,Rainbow,04/09/2020
133169,1312,Florianopolis (SC),Salvador (BH),premium,1311.38,2.44,937.77,CloudFy,18/06/2020
133174,1312,Florianopolis (SC),Brasilia (DF),firstClass,1127.36,1.66,637.56,CloudFy,23/07/2020
133178,1312,Florianopolis (SC),Sao Paulo (SP),premium,554.87,1.46,562.14,CloudFy,20/08/2020
133182,1312,Florianopolis (SC),Campo Grande (MS),economic,478.02,1.49,573.81,CloudFy,17/09/2020
133183,1312,Florianopolis (SC),Brasilia (DF),firstClass,1087.18,1.66,637.56,Rainbow,24/09/2020
133186,1312,Florianopolis (SC),Salvador (BH),firstClass,1630.75,2.44,937.77,Rainbow,15/10/2020
133187,1312,Florianopolis (SC),Rio de Janeiro (RJ),firstClass,624.89,1.21,466.3,FlyingDrops,22/10/2020
133189,1312,Florianopolis (SC),Natal (RN),economic,780.68,1.84,709.37,Rainbow,11/05/2020
133203,1312,Florianopolis (SC),Salvador (BH),firstClass,1692.64,2.44,937.77,FlyingDrops,02/11/2021
133204,1312,Florianopolis (SC),Sao Paulo (SP),firstClass,738.8,1.46,562.14,Rainbow,18/02/2021
133205,1312,Florianopolis (SC),Recife (PE),firstClass,1175.62,1.76,676.53,Rainbow,25/02/2021
133214,1312,Florianopolis (SC),Campo Grande (MS),firstClass,857.32,1.49,573.81,Rainbow,29/04/2021
133217,1312,Florianopolis (SC),Recife (PE),economic,695.3,1.76,676.53,Rainbow,20/05/2021
133219,1312,Florianopolis (SC),Brasilia (DF),economic,555.01,1.66,637.56,Rainbow,06/03/2021
133220,1312,Florianopolis (SC),Sao Paulo (SP),firstClass,693.51,1.46,562.14,CloudFy,06/10/2021
133223,1312,Florianopolis (SC),Salvador (BH),firstClass,1640.8,2.44,937.77,CloudFy,07/01/2021
133224,1312,Florianopolis (SC),Aracaju (SE),premium,1248.7,2.1,808.85,Rainbow,07/08/2021
133226,1312,Florianopolis (SC),Aracaju (SE),firstClass,1468.03,2.1,808.85,CloudFy,22/07/2021
133227,1312,Florianopolis (SC),Sao Paulo (SP),firstClass,762.89,1.46,562.14,FlyingDrops,29/07/2021
133229,1312,Florianopolis (SC),Aracaju (SE),premium,1248.7,2.1,808.85,Rainbow,08/12/2021
133231,1312,Florianopolis (SC),Sao Paulo (SP),economic,426.91,1.46,562.14,CloudFy,26/08/2021
133237,1312,Florianopolis (SC),Campo Grande (MS),premium,714.86,1.49,573.81,Rainbow,10/07/2021
133242,1312,Florianopolis (SC),Recife (PE),premium,918.66,1.76,676.53,CloudFy,11/11/2021
133249,1312,Florianopolis (SC),Salvador (BH),firstClass,1640.8,2.44,937.77,CloudFy,30/12/2021
133254,1313,Florianopolis (SC),Campo Grande (MS),firstClass,949.58,1.49,573.81,CloudFy,17/10/2019
133256,1313,Florianopolis (SC),Brasilia (DF),premium,814.55,1.66,637.56,Rainbow,31/10/2019
133258,1313,Florianopolis (SC),Salvador (BH),economic,898.67,2.44,937.77,CloudFy,14/11/2019
133262,1313,Florianopolis (SC),Aracaju (SE),firstClass,1574.28,2.1,808.85,FlyingDrops,12/12/2019
133265,1313,Florianopolis (SC),Rio de Janeiro (RJ),premium,481.42,1.21,466.3,Rainbow,01/02/2020
133266,1313,Florianopolis (SC),Brasilia (DF),firstClass,1087.18,1.66,637.56,Rainbow,01/09/2020
133267,1314,Florianopolis (SC),Salvador (BH),economic,915.02,2.44,937.77,Rainbow,26/09/2019
133269,1314,Florianopolis (SC),Campo Grande (MS),premium,697.65,1.49,573.81,CloudFy,10/10/2019
133276,1314,Florianopolis (SC),Salvador (BH),firstClass,1692.64,2.44,937.77,FlyingDrops,28/11/2019
133277,1314,Florianopolis (SC),Campo Grande (MS),premium,697.65,1.49,573.81,CloudFy,12/05/2019
133280,1314,Florianopolis (SC),Brasilia (DF),economic,555.01,1.66,637.56,Rainbow,26/12/2019
133284,1314,Florianopolis (SC),Salvador (BH),premium,1367.88,2.44,937.77,Rainbow,23/01/2020
133286,1314,Florianopolis (SC),Brasilia (DF),firstClass,1087.18,1.66,637.56,Rainbow,02/06/2020
133288,1314,Florianopolis (SC),Recife (PE),firstClass,1175.62,1.76,676.53,Rainbow,20/02/2020
133296,1314,Florianopolis (SC),Recife (PE),economic,674.52,1.76,676.53,CloudFy,16/04/2020
133299,1314,Florianopolis (SC),Salvador (BH),firstClass,1630.75,2.44,937.77,Rainbow,05/07/2020
133301,1314,Florianopolis (SC),Rio de Janeiro (RJ),firstClass,585.77,1.21,466.3,CloudFy,21/05/2020
133304,1314,Florianopolis (SC),Brasilia (DF),firstClass,1087.18,1.66,637.56,Rainbow,06/11/2020
133309,1314,Florianopolis (SC),Sao Paulo (SP),economic,427.0,1.46,562.14,Rainbow,16/07/2020
133310,1314,Florianopolis (SC),Salvador (BH),economic,898.67,2.44,937.77,CloudFy,23/07/2020
133320,1314,Florianopolis (SC),Natal (RN),firstClass,1348.79,1.84,709.37,FlyingDrops,10/01/2020
133321,1314,Florianopolis (SC),Brasilia (DF),firstClass,1127.36,1.66,637.56,CloudFy,10/08/2020
133328,1314,Florianopolis (SC),Brasilia (DF),premium,814.55,1.66,637.56,Rainbow,26/11/2020
133332,1314,Florianopolis (SC),Salvador (BH),firstClass,1630.75,2.44,937.77,Rainbow,24/12/2020
133336,1314,Florianopolis (SC),Recife (PE),economic,674.52,1.76,676.53,CloudFy,21/01/2021
133339,1314,Florianopolis (SC),Sao Paulo (SP),economic,426.91,1.46,562.14,CloudFy,02/11/2021
133340,1314,Florianopolis (SC),Rio de Janeiro (RJ),firstClass,585.77,1.21,466.3,CloudFy,18/02/2021
133345,1314,Florianopolis (SC),Brasilia (DF),economic,636.51,1.66,637.56,CloudFy,25/03/2021
133346,1314,Florianopolis (SC),Campo Grande (MS),premium,714.86,1.49,573.81,Rainbow,04/01/2021
133351,1314,Florianopolis (SC),Recife (PE),economic,674.52,1.76,676.53,CloudFy,05/06/2021
133355,1314,Florianopolis (SC),Recife (PE),premium,918.66,1.76,676.53,CloudFy,06/03/2021
133361,1314,Florianopolis (SC),Salvador (BH),firstClass,1640.8,2.44,937.77,CloudFy,15/07/2021
133362,1314,Florianopolis (SC),Rio de Janeiro (RJ),economic,317.08,1.21,466.3,Rainbow,22/07/2021
133363,1314,Florianopolis (SC),Recife (PE),economic,674.52,1.76,676.53,CloudFy,29/07/2021
133370,1314,Florianopolis (SC),Campo Grande (MS),firstClass,930.34,1.49,573.81,FlyingDrops,16/09/2021
133372,1314,Florianopolis (SC),Recife (PE),premium,1013.4,1.76,676.53,Rainbow,30/09/2021
133377,1314,Florianopolis (SC),Natal (RN),firstClass,1385.49,1.84,709.37,Rainbow,11/04/2021
133378,1314,Florianopolis (SC),Aracaju (SE),firstClass,1574.28,2.1,808.85,FlyingDrops,11/11/2021
133380,1314,Florianopolis (SC),Sao Paulo (SP),economic,427.0,1.46,562.14,Rainbow,25/11/2021
133383,1314,Florianopolis (SC),Salvador (BH),premium,1367.88,2.44,937.77,Rainbow,16/12/2021
133385,1314,Florianopolis (SC),Aracaju (SE),premium,1149.53,2.1,808.85,CloudFy,30/12/2021
133387,1314,Florianopolis (SC),Aracaju (SE),economic,879.1,2.1,808.85,CloudFy,13/01/2022
133388,1314,Florianopolis (SC),Natal (RN),premium,1114.55,1.84,709.37,Rainbow,20/01/2022
133389,1314,Florianopolis (SC),Rio de Janeiro (RJ),premium,481.42,1.21,466.3,Rainbow,27/01/2022
133391,1314,Florianopolis (SC),Salvador (BH),firstClass,1630.75,2.44,937.77,Rainbow,02/10/2022
133395,1314,Florianopolis (SC),Recife (PE),economic,674.52,1.76,676.53,CloudFy,03/10/2022
133401,1314,Florianopolis (SC),Campo Grande (MS),premium,714.86,1.49,573.81,Rainbow,21/04/2022
133402,1314,Florianopolis (SC),Brasilia (DF),firstClass,1097.17,1.66,637.56,FlyingDrops,28/04/2022
133405,1314,Florianopolis (SC),Rio de Janeiro (RJ),economic,313.62,1.21,466.3,CloudFy,19/05/2022
133407,1314,Florianopolis (SC),Campo Grande (MS),firstClass,857.32,1.49,573.81,Rainbow,06/02/2022
133413,1315,Florianopolis (SC),Salvador (BH),firstClass,1640.8,2.44,937.77,CloudFy,31/10/2019
133415,1315,Florianopolis (SC),Campo Grande (MS),firstClass,930.34,1.49,573.81,FlyingDrops,14/11/2019
133416,1315,Florianopolis (SC),Natal (RN),premium,1114.55,1.84,709.37,Rainbow,21/11/2019
133417,1315,Florianopolis (SC),Brasilia (DF),economic,636.51,1.66,637.56,CloudFy,28/11/2019
133419,1315,Florianopolis (SC),Natal (RN),premium,1114.55,1.84,709.37,Rainbow,12/12/2019
133421,1315,Florianopolis (SC),Campo Grande (MS),premium,714.86,1.49,573.81,Rainbow,26/12/2019
133425,1315,Florianopolis (SC),Aracaju (SE),firstClass,1582.1,2.1,808.85,Rainbow,23/01/2020
133430,1315,Florianopolis (SC),Natal (RN),premium,1128.51,1.84,709.37,CloudFy,27/02/2020
133433,1315,Florianopolis (SC),Salvador (BH),firstClass,1692.64,2.44,937.77,FlyingDrops,19/03/2020
133434,1315,Florianopolis (SC),Sao Paulo (SP),economic,426.91,1.46,562.14,CloudFy,26/03/2020
133439,1315,Florianopolis (SC),Aracaju (SE),firstClass,1574.28,2.1,808.85,FlyingDrops,30/04/2020
133441,1315,Florianopolis (SC),Aracaju (SE),premium,1149.53,2.1,808.85,CloudFy,14/05/2020
133442,1315,Florianopolis (SC),Natal (RN),firstClass,1315.27,1.84,709.37,CloudFy,21/05/2020
133446,1315,Florianopolis (SC),Sao Paulo (SP),firstClass,762.89,1.46,562.14,FlyingDrops,18/06/2020
133448,1315,Florianopolis (SC),Campo Grande (MS),premium,714.86,1.49,573.81,Rainbow,07/02/2020
133455,1315,Florianopolis (SC),Salvador (BH),firstClass,1630.75,2.44,937.77,Rainbow,20/08/2020
133456,1315,Florianopolis (SC),Aracaju (SE),economic,819.41,2.1,808.85,Rainbow,27/08/2020
133457,1315,Florianopolis (SC),Sao Paulo (SP),firstClass,738.8,1.46,562.14,Rainbow,09/03/2020
133458,1315,Florianopolis (SC),Campo Grande (MS),premium,714.86,1.49,573.81,Rainbow,09/10/2020
133466,1315,Florianopolis (SC),Natal (RN),economic,780.68,1.84,709.37,Rainbow,11/05/2020
133467,1315,Florianopolis (SC),Salvador (BH),economic,915.02,2.44,937.77,Rainbow,11/12/2020
133468,1315,Florianopolis (SC),Rio de Janeiro (RJ),firstClass,624.89,1.21,466.3,FlyingDrops,19/11/2020
133471,1315,Florianopolis (SC),Rio de Janeiro (RJ),firstClass,585.77,1.21,466.3,CloudFy,12/10/2020
133474,1315,Florianopolis (SC),Natal (RN),economic,726.95,1.84,709.37,CloudFy,31/12/2020
133480,1315,Florianopolis (SC),Sao Paulo (SP),premium,577.76,1.46,562.14,Rainbow,02/11/2021
133482,1315,Florianopolis (SC),Campo Grande (MS),premium,714.86,1.49,573.81,Rainbow,25/02/2021
133487,1315,Florianopolis (SC),Sao Paulo (SP),premium,554.87,1.46,562.14,CloudFy,04/01/2021
133489,1315,Florianopolis (SC),Sao Paulo (SP),premium,577.76,1.46,562.14,Rainbow,15/04/2021
133492,1315,Florianopolis (SC),Aracaju (SE),economic,819.41,2.1,808.85,Rainbow,05/06/2021
133500,1315,Florianopolis (SC),Campo Grande (MS),economic,544.86,1.49,573.81,Rainbow,07/01/2021
133507,1315,Florianopolis (SC),Salvador (BH),economic,915.02,2.44,937.77,Rainbow,19/08/2021
133521,1315,Florianopolis (SC),Rio de Janeiro (RJ),firstClass,549.55,1.21,466.3,Rainbow,25/11/2021
133522,1315,Florianopolis (SC),Aracaju (SE),premium,1149.53,2.1,808.85,CloudFy,12/02/2021
133524,1315,Florianopolis (SC),Brasilia (DF),economic,636.51,1.66,637.56,CloudFy,16/12/2021
133526,1315,Florianopolis (SC),Salvador (BH),premium,1311.38,2.44,937.77,CloudFy,30/12/2021
133528,1315,Florianopolis (SC),Natal (RN),premium,1128.51,1.84,709.37,CloudFy,13/01/2022
133529,1315,Florianopolis (SC),Salvador (BH),economic,898.67,2.44,937.77,CloudFy,20/01/2022
133533,1315,Florianopolis (SC),Brasilia (DF),economic,555.01,1.66,637.56,Rainbow,17/02/2022
133536,1315,Florianopolis (SC),Natal (RN),economic,780.68,1.84,709.37,Rainbow,03/10/2022
133540,1315,Florianopolis (SC),Campo Grande (MS),economic,544.86,1.49,573.81,Rainbow,04/07/2022
133550,1315,Florianopolis (SC),Salvador (BH),economic,898.67,2.44,937.77,CloudFy,16/06/2022
133552,1315,Florianopolis (SC),Rio de Janeiro (RJ),economic,313.62,1.21,466.3,CloudFy,30/06/2022
